,School Name,SA2,Latitude,Longitude,School Type
5363,Our Lady Help of Christians School,201011008,-37.525436,143.825614,Primary
5364,St Clement of Rome School,207021156,-37.767296,145.090333,Primary
5365,St Joseph's Primary School,211011446,-37.862707,145.274814,Primary
5366,Sacred Heart School,204031072,-36.198421,147.898516,Primary
5367,Mater Christi College,211051274,-37.9106377,145.3588871,Secondary
5368,Our Lady of Lourdes School,211011251,-37.848985,145.265765,Primary
5369,St Joseph's College,211011448,-37.89049,145.295093,Secondary
5370,Annunciation School,213021343,-37.820989,144.847959,Primary
5371,St Louis de Montfort's School,208031189,-38.018128,145.102261,Primary
5372,St Thomas More's School,210031440,-37.707293,144.944942,Primary
5373,Avila College,212051323,-37.874671,145.133255,Secondary
5374,St Philip's School,207031161,-37.807643,145.166588,Primary
5375,Holy Child School,210051243,-37.665736,144.931984,Primary
5376,Emmanuel College,213021343,-37.831623,144.842389,Secondary
5377,Emmanuel College - Notre Dame Campus,213051465,-37.88355,144.74422,Secondary
5378,St Peter Julian Eymard,211051281,-37.7879128,145.3175154,Primary
5379,St Damian's School,209041217,-37.6984942,145.0572167,Primary
5380,St Monica's College - Dalton Road Campus,209041432,-37.65518308,145.0316737,Secondary
5381,Christ the King School,203021045,-38.16659292,144.39233088,Primary
5382,Mercy College,210031236,-37.730398,144.964562,Secondary
5383,St Timothy's School,211041272,-37.840389,145.183654,Primary
5384,St Mary's School,205051101,-37.96350023,146.97238909,Primary
5385,St Macartan's School,214021380,-38.223213,145.070463,Primary
5386,St John's School,214011372,-38.145823,145.148098,Primary
5387,St Mary's College for the Deaf,211011260,-37.877901,145.242789,Primary
5388,St Mary’s College for the Deaf – Dandenong Campus,212041311,-37.989724,145.227551,Secondary
5389,St Mary’s College for the Deaf – Ringwood Campus,211031266,-37.82301464,145.2348483,Secondary
5390,St Mary’s College for the Deaf – South Morang Campus,209041436,-37.64388,145.090573,Combined
5391,John Paul College,214011372,-38.134567,145.139395,Secondary
5392,St Anne's School,214011375,-38.106598,145.140947,Primary
5393,Mazenod College,212051325,-37.915204,145.166144,Secondary
5394,St Martin de Porres School,210011229,-37.758468,144.861624,Primary
5395,St Gregory the Great School,207021157,-37.780598,145.122282,Primary
5396,St Kevin's School,207021160,-37.761267,145.122868,Primary
5397,St James' School,211041272,-37.836748,145.20969,Primary
5398,Good Shepherd School,212051327,-37.908123,145.166052,Primary
5399,MacKillop Catholic Regional College,213051368,-37.90901198,144.66445598,Secondary
5400,St Thomas' School,205051103,-38.09940329,147.08330995,Primary
5401,St Leo the Great Primary School,213021343,-37.839734,144.851278,Primary
5402,St Peter's School,210011229,-37.744237,144.859418,Primary
5403,Our Lady Help of Christians School,217041480,-38.385247,142.519533,Primary
5404,Marian College,204031071,-36.554523,146.724742,Secondary
5405,St Martin de Porres School,213051363,-37.853783,144.77698,Primary
5406,St Jude the Apostle School,211011254,-37.889844,145.225957,Primary
5407,St Monica's School,204031074,-36.126753,146.872637,Primary
5408,St Peter's School,202011018,-36.74416599,144.27273618,Primary
5409,St Mark's School,212041313,-37.986656,145.129566,Primary
5410,Holy Eucharist School,213011335,-37.756436,144.811408,Primary
5411,St Paul's Primary School,215021469,-34.204601,142.156034,Primary
5412,St Peter Apostle School,213051362,-37.874642,144.69031,Primary
5413,St John XXIII Primary School,209041223,-37.67842204,145.0392037,Primary
5414,School of the Good Shepherd,210051245,-37.693031,144.889458,Primary
5415,St Agatha's School,212031300,-38.111642,145.278852,Primary
5416,Resurrection School,212041314,-37.989944,145.16293,Primary
5417,St Dominic's School,213041356,-37.680915,144.584635,Primary
5418,St Francis Xavier School,203021038,-38.072033,144.358129,Primary
5419,Galen Catholic College,204021066,-36.338747,146.310537,Secondary
5420,Holy Spirit School,211031268,-37.793231,145.236917,Primary
5421,Lumen Christi School,205041094,-38.31640225,146.4157105,Primary
5422,Holy Saviour Parish School,211041273,-37.862336,145.175038,Primary
5423,St Clare's School,209041223,-37.67775056,144.9977174,Primary
5424,St Anne's School,210041241,-37.568388,144.717457,Primary
5425,Our Lady of the Pines School,211021261,-37.774442,145.177211,Primary
5426,St Jude's School,214011374,-38.155275,145.191109,Primary
5427,St Paul's Kealba Catholic School,213011332,-37.733736,144.81963,Primary
5428,St Elizabeth's School,212041312,-37.946321,145.198878,Primary
5429,St Joseph the Worker School,209021208,-37.702216,144.99292,Primary
5430,Resurrection School,213011333,-37.736412,144.77597,Primary
5431,Catholic Regional College St Albans,213011334,-37.739338,144.798861,Secondary
5432,St Francis Xavier College - Berwick Campus,212021294,-38.070691,145.339038,Secondary
5433,Nazareth School,203021041,-38.202516,144.330112,Primary
5434,St Augustine's Primary School,210011228,-37.710633,144.820517,Primary
5435,St Anthony's School,213041357,-37.709657,144.572897,Primary
5436,St Thomas the Apostle School,209031213,-37.68218852,145.1191059,Primary
5437,St Luke's School,211011259,-37.853378,145.235066,Primary
5438,St Peter's School,213011338,-37.800283,144.819619,Primary
5439,Catholic College Wodonga,204031073,-36.12961895,146.86239014,Secondary
5440,Caroline Chisholm Catholic College - Sacred Heart Campus,213031347,-37.785858,144.8501,Secondary
5441,Caroline Chisholm Catholic College - Christ The King Campus,213031347,-37.78681183105367,144.86206327857363,Secondary
5442,St Thomas More School,201011001,-37.553494,143.79995,Primary
5443,St Mary's School,211051283,-37.790516,145.395858,Primary
5444,St Anne's School,211021261,-37.773303,145.218594,Primary
5445,St Gabriel's School,205041097,-38.187649,146.511052,Primary
5446,Our Lady's School,210051443,-37.598603,144.931372,Primary
5447,St Augustine's School,214011373,-38.171719,145.14523,Primary
5448,St Francis of Assisi School,209041220,-37.66499475,145.0589142,Primary
5449,Loyola College,209011204,-37.703396,145.08073,Secondary
5450,Catholic Regional College Melton,213041358,-37.677246,144.550411,Secondary
5451,St Paul Apostle South School,212021454,-37.980586,145.258143,Primary
5452,St Andrew's School,212041309,-37.93489,145.107195,Primary
5453,St Thomas More's School,214021381,-38.197726,145.101137,Primary
5454,St Francis' School,216021413,-36.058596,145.207742,Primary
5455,St James the Apostle School,213051361,-37.857286,144.687493,Primary
5456,St Simon's School,211011256,-37.925677,145.245327,Primary
5457,Queen of Peace Primary School,213021342,-37.875148,144.791697,Primary
5458,Don Bosco School,212021456,-38.025966,145.315012,Primary
5459,Our Lady Star of the Sea School,203031050,-38.26078,144.540157,Primary
5460,Catholic Regional College North Keilor,213011340,-37.699371,144.806188,Secondary
5461,St Bernadette's Catholic Primary School,211011449,-37.853904,145.310841,Primary
5462,St Catherine's School,209041219,-37.66560256,145.0032382,Primary
5463,St Anthony's School,203021043,-38.015191,144.390582,Primary
5464,St Mary's School,209041225,-37.50906237,145.1145373,Primary
5465,St Charles Borromeo School,207021159,-37.7682261400482,145.153786865082,Primary
5466,St Mary MacKillop Primary School,213011332,-37.714625,144.804346,Primary
5467,St Catherine of Siena School,213041358,-37.67878271,144.5501953,Primary
5468,St Paul's School,211051279,-37.867995,145.412057,Primary
5469,Our Lady of Fatima School,214021384,-38.371333,144.897536,Primary
5470,St Justin's School,212051327,-37.917811,145.190508,Primary
5471,St Richard's Primary School,211051277,-37.80656384,145.3217417,Primary
5472,Holy Trinity School,211011260,-37.877468,145.242912,Primary
5473,St Paul Apostle North School,212021453,-37.967529,145.262664,Primary
5474,Corpus Christi School,213051368,-37.90994759,144.6634428,Primary
5475,Nazareth College,212041316,-37.940226,145.195459,Secondary
5476,St Therese School,203031053,-38.321609,144.312725,Primary
5477,Mary MacKillop Catholic Regional College,205031090,-38.468091,145.963613,Secondary
5478,St Joachim's School,214011370,-38.10360062,145.17829504,Primary
5479,Holy Trinity Primary School,209011197,-37.698439,145.135461,Primary
5480,St Carlo Borromeo School,210051246,-37.653642,144.888635,Primary
5481,St Mary MacKillop College,215031404,-35.341915,143.556795,Secondary
5482,St Kevin's School,212031305,-38.039316,145.2674,Primary
5483,St Peter's College,212031304,-38.108411,145.256866,Secondary
5484,St Therese's School,212031302,-38.07727,145.267244,Primary
5485,St Ita's School,205011076,-38.132444,145.861999,Primary
5486,Lumen Christi School,201011006,-37.580186,143.817239,Primary
5487,St Francis of the Fields School,202011024,-36.804466,144.361293,Primary
5488,Galilee Regional Catholic Primary School,206051132,-37.836158,144.954811,Primary
5489,St Brendan's School,214021385,-38.23365477,145.16839686,Primary
5490,Mary MacKillop School,212021299,-37.995837,145.311285,Primary
5491,Bethany Catholic Primary School,213051467,-37.875586,144.658661,Primary
5492,Penola Catholic College,210051242,-37.6888,144.92,Secondary
5493,Penola Catholic College - Glenroy Campus,210031438,-37.709569,144.90791,Secondary
5494,Good Samaritan Catholic Primary School,210051249,-37.62344,144.934319,Primary
5495,Holy Cross Primary School,210021232,-37.455894,144.597782,Primary
5496,St Catherine's Primary School,212021294,-38.06977499,145.33694724,Primary
5497,Emmaus Catholic Primary School,213011339,-37.7003009,144.772244,Primary
5498,Thomas Carr College,213051365,-37.847676,144.702055,Secondary
5499,St Thomas Primary School,203031048,-38.18779495,144.55675102,Primary
5500,Clairvaux Catholic School,203021037,-38.185517,144.324905,Primary
5501,Christ the Priest Catholic Primary School,213041463,-37.747724,144.73744,Primary
5502,Lumen Christi School,213051465,-37.892603,144.753344,Primary
5503,Trinity Catholic Primary School,212031458,-38.055386,145.297985,Primary
5504,Columba Catholic School,212011288,-38.093263,145.715864,Primary
5505,Lavalla Catholic College - St Paul's Campus,205041097,-38.1907929,146.5159458,Secondary
5506,Lavalla Catholic College - Presentation Campus,205041095,-38.18371981,146.28693949,Secondary
5507,Antonine College,206011109,-37.741099,144.942754,Combined
5508,Antonine College - Cedar Campus,206011108,-37.74673355,144.9782244,Combined
5509,Cana Catholic Primary School,213041355,-37.687916,144.747148,Primary
5510,St Luke's Catholic Primary School,216031416,-36.325695,145.410711,Primary
5511,St Francis of Assisi Primary School,204031074,-36.173892,146.939934,Primary
5512,Marymede Catholic College,209041436,-37.643315,145.091027,Combined
5513,Stella Maris Catholic Primary School,213051465,-37.890763,144.728681,Primary
5514,Trinity Catholic School,206071144,-37.81585217,145.0082429,Primary
5515,Doxa School Bendigo,202011018,-36.755537,144.286015,Secondary
5516,Catholic Regional College Caroline Springs,213041463,-37.728879,144.739602,Secondary
5517,Emmaus Catholic Primary School,201011004,-37.612577,143.871581,Primary
5518,Kolbe Catholic College,210051246,-37.61565904,144.90988638,Secondary
5519,Mother Teresa School,210051442,-37.575224,144.932762,Primary
5520,Our Lady of the Southern Cross,213051369,-37.875846,144.606223,Primary
5521,St George Preca School,213041360,-37.71307196,144.73615242,Primary
5522,St Joseph's School,209041434,-37.59573779,145.09059847,Primary
5523,"Borinya, Wangaratta Community Partnership",204021066,-36.337828,146.308982,Secondary
5524,St Brigid's School,212011287,-38.054618,145.405667,Primary
5525,St Francis De Sales Catholic Primary School,212031306,-38.0583,145.252,Primary
5526,St Lawrence Catholic Primary School,213011330,-37.792058,144.761108,Primary
5527,Wesley College,206041125,-37.84883,144.982144,Combined
5528,Wesley College - Glen Waverley Campus,212051322,-37.874782,145.155317,Combined
5529,Wesley College - Elsternwick Campus,208021179,-37.88975,145.009759,Combined
5530,Wesley College - St Kilda Road Junior Campus,206051133,-37.853821,144.982674,Combined
5531,Korowa Anglican Girls' School,208041194,-37.861454,145.054637,Combined
5532,Melbourne Grammar School,206041125,-37.833451,144.975911,Combined
5533,Ruyton Girls' School,207011153,-37.81119789,145.0388602,Combined
5534,Caulfield Grammar School,208021177,-37.877377,145.004887,Combined
5535,Caulfield Grammar School - Malvern Campus,208041194,-37.864091,145.052423,Combined
5536,Caulfield Grammar School - Wheelers Hill Campus,212051327,-37.900626,145.193131,Combined
5537,Highview College,201031016,-37.0534,143.737,Secondary
5538,Tarrington Lutheran School,217011423,-37.766232,142.094259,Primary
5539,Methodist Ladies' College,207011153,-37.81479076,145.03845598,Combined
5540,Melbourne Grammar School - Wadhurst Campus,206041125,-37.83322819,144.97398133,Combined
5541,Ballarat Clarendon College,201011002,-37.55964761,143.8336504,Combined
5542,Ballarat Clarendon College - Second Campus,201011002,-37.55853347,143.8511781,Combined
5543,Christ Church Grammar School,206041125,-37.838952,144.985738,Primary
5544,Fintona Girls' School,207011147,-37.814798,145.080763,Combined
5545,Lauriston Girls' School,206061135,-37.852317,145.025089,Combined
5546,Lauriston Girls' School - Howqua Campus,204011057,-37.233862,146.206312,Combined
5547,Trinity Grammar School Kew,207011153,-37.81020316,145.0355016,Combined
5548,Melbourne Girls Grammar,206061137,-37.835293,144.988851,Combined
5549,Melbourne Girls Grammar - Morris Hall Campus,206041125,-37.831692,144.984803,Combined
5550,The Geelong College,203021046,-38.15241839,144.3400898,Combined
5551,The Geelong College Preparatory School,203021046,-38.14447,144.325518,Combined
5552,Bayview College,217011422,-38.3452,141.606,Secondary
5553,Presbyterian Ladies' College,207031165,-37.848946,145.107125,Combined
5554,St Michael's Grammar School,206051133,-37.85955,144.991742,Combined
5555,Firbank Grammar School,208011169,-37.906118,144.996936,Combined
5556,Firbank Grammar School - Sandringham Campus,208011173,-37.957814,145.016032,Combined
5557,Ballarat Grammar,201011008,-37.539237,143.83083,Combined
5558,The Hamilton and Alexandra College,217011421,-37.737198,142.024214,Combined
5559,The Hamilton and Alexandra College - Junior Campus,217011421,-37.72832312,142.03510063,Combined
5560,Westbourne Grammar School,213021344,-37.849899,144.895511,Primary
5561,Ivanhoe Grammar School,209011200,-37.772515,145.044477,Combined
5562,Ivanhoe Grammar School - Plenty Campus,209041430,-37.6037527,145.1146988,Combined
5563,Scotch College,207011151,-37.833922,145.032288,Combined
5564,St Leonard's College,208011170,-37.928631,145.007554,Combined
5565,Melbourne Grammar School - Grimwade Campus,208021177,-37.8711932,145.00947469,Combined
5566,Tintern Grammar,211031267,-37.8160964,145.25646488,Combined
5567,Toorak College,214021381,-38.17324124,145.09322974,Combined
