,School Name,SA2,Latitude,Longitude,School Type
4935,Reservoir High School,209021207,-37.722259,145.029772,Secondary
4936,Hampton Park Secondary College,212031305,-38.034925,145.259148,Secondary
4937,Hoppers Crossing Secondary College,213051362,-37.871223,144.695358,Secondary
4938,Keilor Downs Secondary College,213011332,-37.716234,144.81158,Secondary
4939,Kurnai College - Churchill Campus,205041094,-38.30879245,146.42671099,Secondary
4940,Kurnai College,205041096,-38.228791,146.432788,Secondary
4941,Kurunjang Secondary College,213041356,-37.67318002,144.58582721,Secondary
4942,Lakes Entrance Secondary College,205021084,-37.871343,147.998412,Secondary
4943,Elisabeth Murdoch College,214011374,-38.159291,145.19018,Secondary
4944,Sunbury Downs Secondary College,210041241,-37.583811,144.705353,Secondary
4945,Forest Hill College,207031166,-37.847965,145.163859,Secondary
4946,Patterson River Secondary College,214011375,-38.083284,145.134825,Secondary
4947,St Helena Secondary College,209011197,-37.686582,145.139842,Secondary
4948,Stawell Secondary College,215011392,-37.061954,142.789787,Secondary
4949,Rowville Secondary College,211011256,-37.92388682,145.23708852,Secondary
4950,Rowville Secondary College-Eastern Campus,211011256,-37.920904,145.264813,Secondary
4951,Wonthaggi Secondary College-Dudley Campus,205031093,-38.592227,145.580652,Secondary
4952,Sandringham College-Bluff Road 7-9 Campus,208011171,-37.951047,145.021462,Secondary
4953,Fitzroy High School,206071143,-37.784911,144.987476,Secondary
4954,Ashwood High School,212051319,-37.86409815,145.10340983,Secondary
4955,Mullauna Secondary College,211041270,-37.80685322,145.19031295,Secondary
4956,Leongatha Secondary College,205031090,-38.47868659,145.96124111,Secondary
4957,Diamond Valley College,209031215,-37.672433,145.167704,Secondary
4958,Greensborough Secondary College,209011197,-37.70865867,145.09012899,Secondary
4959,Ararat Secondary College,215011386,-37.28599961,142.92196149,Secondary
4960,Mill Park Secondary College,209041220,-37.66390279,145.06286022,Secondary
4961,Bacchus Marsh College,213041353,-37.68562875,144.43305835,Secondary
4962,The Grange P-12 College,213051361,-37.8581346,144.67493809,Combined
4963,Taylors Lakes Secondary College,213011340,-37.7066603,144.7936498,Secondary
4964,Sunshine College,213011338,-37.79274078,144.8135929,Secondary
4965,Sunshine College-North Sunshine Campus,213011337,-37.773994,144.841103,Secondary
4966,Wallan Secondary College,209041224,-37.41944661,144.98036163,Secondary
4967,Thornbury High School,206021112,-37.75649469,145.02521353,Secondary
4968,Portland Secondary College,217011422,-38.35882225,141.59550333,Secondary
4969,Copperfield College-Kings Park Junior Campus,213011333,-37.73192526,144.77127034,Secondary
4970,Copperfield College-Sydenham Junior Campus,213011339,-37.7019037,144.75822197,Secondary
4971,Bayside P-12 College,213021346,-37.85770007,144.88521383,Combined
4972,South Oakleigh Secondary College,212051326,-37.92232068,145.08976799,Secondary
4973,Swan Hill College,215031404,-35.33522773,143.55285194,Secondary
4974,Traralgon College-East Campus,205041097,-38.20258192,146.55309176,Secondary
4975,Mornington Secondary College,214021380,-38.2182617,145.05881042,Secondary
4976,Essendon Keilor College,210011229,-37.744074,144.868237,Secondary
4977,Essendon Keilor College-Niddrie Campus,210011226,-37.7300684,144.87912062,Secondary
4978,Brunswick Secondary College,206011105,-37.77099,144.956515,Secondary
4979,Glen Waverley Secondary College,212051322,-37.87811,145.162714,Secondary
4980,Monterey Secondary College,214011372,-38.12672883,145.14793052,Secondary
4981,Warrnambool College,217041479,-38.37671595,142.4996761,Secondary
4982,Viewbank College,209011203,-37.741226,145.086953,Secondary
4983,Noble Park Secondary College,212041459,-37.970209,145.182369,Secondary
4984,Baimbridge College,217011421,-37.733311,142.014634,Secondary
4985,Yarra Hills Secondary College-Mount Evelyn Campus,211051283,-37.77480595,145.38337852,Secondary
4986,Heathmont College,211031267,-37.83842619,145.23210355,Secondary
4987,Horsham College,215011388,-36.707706,142.187075,Secondary
4988,Melbourne Girls College,206071144,-37.822507,145.014334,Secondary
4989,Western Heights Secondary College,203021040,-38.122893,144.328966,Secondary
4990,Lowanna College,205041095,-38.17667934,146.28597982,Secondary
4991,Templestowe College,207021160,-37.76747383,145.12182858,Secondary
4992,Castlemaine Secondary College,202021027,-37.077088,144.214549,Secondary
4993,Castlemaine Secondary College-Junior Campus,202021027,-37.050436,144.227547,Secondary
4994,Warragul Regional College,205011079,-38.16519591,145.92548523,Secondary
4995,Mount Rowan Secondary College,201011008,-37.51987872,143.83419003,Secondary
4996,Charlton College,215031400,-36.270312,143.359633,Combined
4997,Wycheproof P-12 College,215031400,-36.075704,143.229098,Combined
4998,Birchip P-12 School,215031400,-35.98438249,142.90993654,Combined
4999,Nhill College,215011390,-36.33260253,141.65886004,Combined
5000,Sale College-Guthridge Campus,205051103,-38.09775099,147.0807604,Secondary
5001,McClelland Secondary College,214011372,-38.14667462,145.15836583,Secondary
5002,Narre Warren South P-12 College,212031458,-38.04991303,145.28574201,Combined
5003,Lara Secondary College,203021043,-38.01839851,144.41233424,Secondary
5004,Kaniva College,215011390,-36.38271876,141.24484506,Combined
5005,Corryong College,204031072,-36.192938,147.910757,Combined
5006,The Lakes South Morang College,209041435,-37.634598,145.076703,Combined
5007,The Lakes South Morang College-Primary Campus,209041435,-37.63004039,145.07791244,Combined
5008,Manor Lakes P-12 College,213051369,-37.874157,144.602275,Combined
5009,Wodonga Middle Years College,204031074,-36.130844,146.890563,Combined
5010,Wodonga Middle Years College-Felltimber Campus,204031073,-36.12717606,146.86211751,Combined
5011,Wodonga Middle Years College-Flying Fruit Fly Circus School,204031073,-36.127176,146.862114,Combined
5012,Mount Ridley P-12 College,210051442,-37.58027078,144.92342175,Combined
5013,Altona College,213021341,-37.86152274,144.8172644,Combined
5014,Dandenong High School,212041311,-37.979418,145.209011,Secondary
5015,Bass Coast Specialist School,205031093,-38.609987,145.597513,Combined
5016,Laverton P-12 College,213051363,-37.85617409,144.77263287,Combined
5017,Hume Central Secondary College-Blair Street Campus,210051242,-37.6797104,144.92976245,Secondary
5018,Hume Central Secondary College-Dimboola Road Campus,210051242,-37.68089845,144.9125026,Secondary
5019,Colac Secondary College,217031472,-38.35149548,143.59010207,Secondary
5020,Nossal High School,212021293,-38.03906593,145.33631372,Secondary
5021,Keysborough Secondary College,212041318,-37.96700048,145.1593617,Secondary
5022,Keysborough Secondary College-Acacia Campus,212041314,-37.984653,145.182225,Secondary
5023,Gleneagles Secondary College,212021453,-37.97435311,145.27628069,Secondary
5024,Fountain Gate Secondary College,212021456,-38.00620519,145.2950967,Secondary
5025,Balmoral K-12 Community College,217011423,-37.240557,141.82737163,Combined
5026,Alkira Secondary College,212031302,-38.073313,145.310519,Secondary
5027,Somerville Secondary College,214021385,-38.22721827,145.16822738,Secondary
5028,Yarrawonga College P-12,216021414,-36.02144074,146.0066682,Combined
5029,Merbein P-10 College,215021396,-34.16936534,142.07130846,Combined
5030,Charles La Trobe P-12 College,209021205,-37.72915436,145.05979101,Combined
5031,Charles La Trobe P-12 College-Olympic Village Primary Campus,209011199,-37.74119449,145.04119223,Combined
5032,Victoria University Secondary College,213011330,-37.758674,144.76619,Secondary
5033,Victoria University Secondary College-Deer Park Campus,213011330,-37.75889902,144.7670782,Secondary
5034,Swifts Creek P-12 School,205021082,-37.26684449,147.7240342,Combined
5035,Swifts Creek P-12 School-Flagstaff Campus,205021082,-37.26569994,147.72200117,Combined
5036,Glenroy Secondary College,210031438,-37.705324,144.927565,Secondary
5037,John Fawkner Secondary College,210031237,-37.70271075,144.97185868,Secondary
5038,William Ruthven Secondary College,209021208,-37.6954,145.003,Secondary
5039,Parade College,209011196,-37.690178,145.066978,Secondary
5040,Parade College - Preston Campus,209021428,-37.74399707,145.00470021,Secondary
5041,Simonds Catholic College,206041123,-37.805971,144.952883,Secondary
5042,St Mary’s College Melbourne - Edmund Rice Campus,206051134,-37.859365,144.997001,Secondary
5043,St Patrick's College,201011002,-37.559711,143.831558,Secondary
5044,St Patrick's School,201011002,-37.564298,143.847088,Primary
5045,St Alipius' Parish School,201011003,-37.56170371,143.87400844,Primary
5046,Emmanuel College Inc.,217041479,-38.370572,142.477218,Secondary
5047,Loreto College,201011002,-37.55686069,143.8234695,Secondary
5048,St Mary's School,204011057,-37.058092,146.087866,Primary
5049,Sacred Heart School,213021344,-37.840028,144.881396,Primary
5050,St Mary's School,213021346,-37.863498,144.900894,Primary
5051,St Michael's Primary School,206041123,-37.793305,144.946246,Primary
5052,St Patrick's School,204021066,-36.356163,146.32195,Primary
5053,St Mary's School,206051134,-37.859021,144.997592,Primary
5054,St Mary's School - Campus 2,206051134,-37.858717,144.996329,Primary
5055,Assumption College,204011056,-37.301013,144.947629,Secondary
5056,St Brendan's School,206031115,-37.784696,144.931728,Primary
5057,Catherine McAuley College - Coolock Campus,202011024,-36.770729,144.338596,Secondary
5058,St Augustine's School,201031016,-37.051831,143.736798,Primary
5059,St Mary's School,205021081,-37.84139544,147.58562863,Primary
5060,St Aloysius' School,201011004,-37.578269,143.837817,Primary
5061,St Joseph's School,207011151,-37.826461,145.034315,Primary
5062,Sacre Coeur,208041194,-37.86151677,145.05261988,Combined
5063,St Joseph's School,206021111,-37.774621,144.996721,Primary
5064,Sacred Heart School,209021428,-37.744807,145.003768,Primary
5065,Sacred Heart School,205041096,-38.23996226,146.40456036,Primary
5066,St Michael's School,205041097,-38.195161,146.534695,Primary
5067,St Brendan's School,216031416,-36.374731,145.407652,Primary
5068,St Mary's College,204011059,-37.019895,145.140924,Combined
5069,St Mary's School,215031400,-36.37357574,142.98517078,Primary
5070,St Mary's Primary School,205051103,-38.110706,147.062326,Primary
5071,St Patrick's Primary School,204011056,-37.299394,144.948109,Primary
5072,St Brigid's School,201021009,-37.599896,144.228732,Primary
5073,St Patrick's School,201021012,-37.58064935,144.09090093,Primary
5074,St Mary's School,210021235,-37.278756,144.731727,Primary
5075,St Augustine's School,201021010,-37.42850667,143.89226165,Primary
5076,St Monica's School,202011022,-36.79419899,144.2448,Primary
5077,St Joseph's School,204021063,-36.553687,145.973229,Primary
5078,St Brendan's Primary School,201021012,-37.591165,143.966027,Primary
5079,Sacred Heart College,203021046,-38.14949635,144.34014532,Secondary
5080,St Patrick's School,215011391,-36.614669,143.246525,Primary
5081,St Joseph's College Mildura,215021469,-34.188725,142.153461,Secondary
5082,Star of the Sea College,208011169,-37.896734,144.99678,Secondary
5083,St James' School,208011169,-37.897945,144.997657,Primary
5084,St Peter's School,208021427,-37.923146,145.070063,Primary
5085,St Liborius' School,202011019,-36.723477,144.25729,Primary
5086,Damascus College,201011004,-37.611456,143.870347,Secondary
5087,St Mary's School,202021027,-37.063688,144.22084,Primary
5088,Sacred Heart College,202021030,-37.252887,144.458821,Secondary
5089,St Ambrose's School,202021031,-37.35779241,144.53048997,Primary
5090,St Joseph's School,215031400,-36.271944,143.351813,Primary
5091,Sacred Heart School,216031419,-36.439826,145.223919,Primary
5092,St Paul's School,206011108,-37.738929,144.967855,Primary
5093,St Andrew's School,213051468,-37.901411,144.651224,Primary
5094,St Brigid's School,210021232,-37.490906,144.590088,Primary
5095,Our Lady of Mount Carmel School,210041240,-37.58004,144.736305,Primary
5096,St Joseph's School,204031070,-36.145981,146.607065,Primary
5097,St Mary's School,204021065,-36.050422,146.462975,Primary
5098,St Mary's School,202031033,-36.571137,143.872485,Primary
5099,FCJ College,204021063,-36.552769,145.975389,Secondary
5100,St Patrick's School,212011291,-38.06938466,145.4745267,Primary
5101,Sacred Heart Primary School,216021414,-36.012792,146.013765,Primary
5102,Xavier College,207011153,-37.813858,145.031105,Combined
5103,Xavier College - Burke Hall,207011153,-37.805676,145.013853,Combined
5104,Xavier College - Kostka Hall,208011169,-37.92707,144.994028,Combined
5105,St Joseph's School,217011423,-37.87750896,142.28977922,Primary
5106,Marian College,215011386,-37.284744,142.937766,Secondary
5107,Sacred Heart School,217011420,-37.586013,141.413634,Primary
5108,St Bernard's School,213041353,-37.672269,144.43486,Primary
5109,St Patrick's School,217041478,-38.299718359893,142.368885854955,Primary
5110,Academy of Mary Immaculate,206071142,-37.803711,144.974409,Secondary
5111,Sacred Heart School,206071142,-37.802049,144.978524,Primary
5112,Mount Lilydale Mercy College,211051278,-37.75075881,145.3577545,Secondary
5113,St Monica's School,213031348,-37.801162,144.906837,Primary
5114,St Augustine's School,213031352,-37.81373057,144.89029726,Primary
5115,St Michael & St John's School,215011388,-36.71400221,142.20398937,Primary
5116,Trinity College Colac Inc,217031472,-38.35120596,143.57874347,Secondary
5117,St Mary's School,217031472,-38.334734,143.585404,Primary
5118,Kilbreda College,208031190,-37.984153,145.065712,Secondary
5119,Padua College,214021380,-38.2182566625499,145.07200429078,Secondary
5120,Padua College - Rosebud Campus,214021384,-38.372975,144.907295,Secondary
5121,Notre Dame College,216031416,-36.37470646,145.40763629,Secondary
5122,Notre Dame College - Emmaus Campus,216031416,-36.323575,145.406533,Secondary
5123,Sacred Heart College,216021414,-36.008887,146.009947,Secondary
5124,St John's School,206071145,-37.790072286192256,144.98859787368013,Primary
5125,St Joseph's School,216021413,-36.08646,145.443605,Primary
5126,St Joseph's School,217041479,-38.372486,142.486144,Primary
5127,Saint Ignatius College Geelong,203031048,-38.18870264,144.55789753,Secondary
5128,St Mary's School,203021039,-38.153187,144.362996,Primary
5129,St Patrick's School,203021040,-38.13484,144.346041,Primary
5130,St Monica's Primary School,206031116,-37.759665,144.923184,Primary
5131,St Patrick's School,211051278,-37.75273475,145.3526145,Primary
5132,Catholic Ladies' College Ltd,209031209,-37.711525,145.143563,Secondary
5133,St Joseph's School,206071141,-37.800459,144.986388,Primary
5134,St Mary's School,215011394,-36.25408,142.389596,Primary
5135,St Mary's School,216011406,-36.134259,144.725827,Primary
5136,Sacred Heart School,207011153,-37.808169,145.03744,Primary
5137,St Mary's School,215011386,-37.285536,142.939846,Primary
5138,St Joseph's College,216011406,-36.118067,144.743373,Secondary
5139,St Patrick's School,217041478,-38.38612553,142.23167461,Primary
5140,St Joseph's School,216011409,-36.36476136,144.70117497,Primary
5141,St Aloysius College,206041123,-37.792892,144.942875,Secondary
5142,All Saints Parish School,217011422,-38.359474,141.592786,Primary
5143,Catholic College Sale,205051103,-38.108707,147.063779,Secondary
5144,St Augustine's College,216011407,-36.30955,145.044713,Combined
5145,Our Holy Redeemer School,207011155,-37.820319,145.100085,Primary
5146,Our Lady of the Sacred Heart Primary,202031032,-36.493024,144.615615,Primary
5147,St Joseph's School,204031068,-36.360065,146.682811,Primary
5148,St Joseph's School,217011423,-37.605385,141.694727,Primary
5149,Mercy Regional College,217031471,-38.234124,143.140746,Secondary
5150,Mercy Regional College - O'Keeffe Campus,217031474,-38.19073459,142.92848303,Secondary
5151,St Patrick's School,217031471,-38.235033,143.138999,Primary
5152,St Columba's College,206031114,-37.757202,144.91429,Secondary
5153,St Michael's School,201021011,-37.337239,144.151361,Primary
5154,St Mary's School,217011421,-37.74114026,142.05091253,Primary
5155,St Kilian's School,202011018,-36.75394461,144.28461749,Primary
5156,Genazzano FCJ College,207011153,-37.808973,145.055783,Combined
5157,St Augustine's School,204031074,-36.117019,146.889224,Primary
5158,St Patrick's School,215011392,-37.05935196,142.7872617,Primary
5159,St Patrick's School,208031190,-37.983569,145.070159,Primary
5160,St Thomas' School,217031474,-38.239799,142.909961,Primary
5161,St Joseph's School,205011079,-38.158609,145.912024,Primary
5162,St Joseph's School,202011021,-36.76941637,144.27835066,Primary
5163,St John's School,209011198,-37.757641,145.066548,Primary
5164,Our Lady of Mercy College,209011198,-37.75793,145.067586,Secondary
5165,St Joseph's School,206011107,-37.762289,144.942984,Primary
5166,St Brigid's School,208031193,-38.00804,145.091778,Primary
5167,St Columba's School,201011003,-37.545906,143.860072,Primary
5168,Our Lady Help of Christians School,206011106,-37.776342,144.977856,Primary
5169,St Anthony's School,208021176,-37.88720485,145.04668128,Primary
5170,St Mary's School,212041311,-37.990671,145.220836,Primary
5171,Sacred Heart School,208011173,-37.951504,145.007941,Primary
5172,St Joseph's School,205031093,-38.600863,145.603409,Primary
5173,St Mary's School,206031113,-37.773836,144.911269,Primary
5174,St Joseph's School,215031402,-35.72545537,143.91780661,Primary
5175,De La Salle College,208041194,-37.857677,145.032183,Combined
5176,St Margaret Mary's School,206011105,-37.758632,144.96825,Primary
5177,St Francis Xavier School,201011003,-37.561608,143.902992,Primary
5178,St Laurence O'Toole School,205031090,-38.47894,145.954298,Primary
5179,St Joseph's School,205031089,-38.43604262,145.82231612,Primary
5180,St Brigid's School,211051276,-37.65867854,145.5157966,Primary
5181,St James School,212011288,-38.07260195,145.57344502,Primary
5182,St Mary's School,208041195,-37.873016,145.052923,Primary
5183,Holy Rosary School,206041121,-37.795584,144.92878,Primary
5184,St Aloysius' School,203031052,-38.26868368,144.65530305,Primary
5185,St Anthony's School,206021110,-37.780069,145.020362,Primary
5186,St Joseph's School,208041194,-37.858069,145.031163,Primary
5187,St Mary's School,205051104,-38.556897,146.675973,Primary
5188,Holy Rosary School,202011025,-36.724874,144.310571,Primary
5189,St Columba's School,206051129,-37.88253,144.981123,Primary
5190,Our Lady of the Rosary,202021030,-37.25051173,144.46212073,Primary
5191,St Mary's School,215031404,-35.3284645331,143.545599122,Primary
5192,St Mary's School,214021379,-38.30344093,145.19169741,Primary
5193,St Brendan's School,217031473,-38.270651,143.518801,Primary
5194,Our Lady of the Immaculate Conception School,213011336,-37.78945,144.835562,Primary
5195,St Mary's School,206021112,-37.75684,145.001658,Primary
5196,St John's School,217041479,-38.3515,142.446138,Primary
5197,St Brigid's College,215011388,-36.717313,142.207946,Secondary
5198,St Joan of Arc School,208011169,-37.92011,144.994149,Primary
5199,St John's School,204011055,-36.75337,145.569867,Primary
5200,St John's School,213031348,-37.795825,144.885221,Primary
5201,St Joseph's School,216021411,-35.917469,145.65243,Primary
5202,Mary Immaculate School,209011200,-37.771941,145.038756,Primary
5203,St Joseph's School,204011058,-36.78161,145.154053,Primary
5204,Our Lady of Lourdes School,206061136,-37.852655,145.009428,Primary
5205,St Joseph's School,205021085,-37.709168,148.455631,Primary
5206,St Mary's School,204031071,-36.55363478163193,146.72677797420502,Primary
5207,St Therese's School,206031114,-37.75089671,144.91060933,Primary
5208,Sacred Heart School,204011062,-37.21454695,145.42461202,Primary
5209,Our Lady of Good Counsel School,207011147,-37.810991,145.062819,Primary
5210,St Joseph's School,208031186,-38.055435,145.118591,Primary
5211,St Finbar's School,208011170,-37.916284,145.017464,Primary
5212,Loreto Mandeville Hall,206061138,-37.848193,145.014892,Combined
5213,St Dominic's School,207011149,-37.838918,145.083836,Primary
5214,St Mary's School,208011172,-37.933052,145.000898,Primary
5215,Holy Rosary School,202021029,-36.917678,144.701109,Primary
5216,St Mary's School,215031401,-35.808233,144.218544,Primary
5217,St Joseph's School,214021379,-38.361465,145.202806,Primary
5218,St Fidelis' School,206011108,-37.74984,144.951561,Primary
5219,St Francis Xavier's School,207031163,-37.818494,145.131493,Primary
5220,St Mary's School,213021341,-37.866658,144.828375,Primary
5221,Our Lady Help of Christians School,209031209,-37.716123,145.147912,Primary
5222,Our Lady of the Sacred Heart School,215021396,-34.166719,142.053631,Primary
5223,St Francis Xavier School,214011371,-38.14879945,145.1262013,Primary
5224,Our Lady of Sion College,207031163,-37.8184,145.13,Secondary
5225,St Gabriel's School,209021208,-37.718019,145.005121,Primary
5226,St Paul's School,208021174,-37.922826,145.041466,Primary
5227,St Joseph's School,208011173,-37.975915,145.023164,Primary
5228,Salesian College Sunbury,210041240,-37.572644,144.73903,Secondary
5229,St Patrick's School,205051101,-37.96726,147.077678,Primary
5230,St Joseph's School,205011078,-38.20721,146.152194,Primary
5231,St Patrick's School,208021181,-37.901775,145.065265,Primary
5232,St Roch's School,208041194,-37.857364,145.052313,Primary
5233,St Anne's School,207011154,-37.79538,145.049813,Primary
5234,Our Lady of Perpetual Help School,211031266,-37.816423,145.232182,Primary
5235,St Francis Xavier Primary School,209011202,-37.71600768,145.1265613,Primary
5236,St Joseph's School,214021383,-38.340472,144.741801,Primary
5237,St Cecilia's School,207011150,-37.850094,145.064602,Primary
5238,St Joseph's School,208021179,-37.88251,145.005287,Primary
5239,St Joseph's School,215021399,-34.30235,142.187959,Primary
5240,St Peter's School,209041432,-37.650542,145.027548,Primary
5241,Santa Maria College,206021111,-37.770356,145.00248,Secondary
5242,Sacred Heart School,212051326,-37.901835,145.086915,Primary
5243,St Mark's School,210031237,-37.716278,144.963618,Primary
5244,St John the Baptist School,211011447,-37.887382,145.295174,Primary
5245,St John's School,211041270,-37.817445,145.190401,Primary
5246,St Mary's School,216031415,-36.39605,145.35422,Primary
5247,St Raphael's School,209021429,-37.734098,144.992623,Primary
5248,St Kevin's College,206061138,-37.8353971,145.02469671,Combined
5249,St Kevin's College - Glendalough,206061138,-37.833351,145.020729,Combined
5250,St Kevin's College - Waterford,206071144,-37.821345,144.997583,Combined
5251,St John the Baptist's School,212011290,-38.197464,145.485268,Primary
5252,St Vincent de Paul's School,210011231,-37.742142,144.92413,Primary
5253,St Joseph's College Geelong,203021046,-38.15015614,144.33163141,Secondary
5254,St Joseph's School,212041317,-37.953229,145.150344,Primary
5255,St Bede's College,208031190,-37.991161,145.068214,Secondary
5256,Holy Name School,209021207,-37.730261,145.018574,Primary
5257,Siena College Ltd,207011155,-37.833662,145.082575,Secondary
5258,St Bernard's School,206011108,-37.747422,144.972708,Primary
5259,St Oliver Plunkett's School,210031239,-37.730886,144.941855,Primary
5260,Corpus Christi School,213031351,-37.808532,144.872915,Primary
5261,St Robert's School,203021046,-38.15641,144.343009,Primary
5262,St Bernard's College,210011230,-37.74942324,144.88352628,Secondary
5263,Whitefriars College Inc,211021261,-37.7918,145.199541,Secondary
5264,St Michael's School,207011146,-37.864128,145.082484,Primary
5265,St Mary's School,201021012,-37.500399,143.988696,Primary
5266,Our Lady of the Sacred Heart College,208021174,-37.925723,145.039942,Secondary
5267,St Bede's School,207011148,-37.793523,145.070901,Primary
5268,Salesian College Chadstone,212051319,-37.882735,145.100257,Secondary
5269,St Patrick's School,215011390,-36.335412,141.64304,Primary
5270,St Margaret's School,203021039,-38.164624,144.373926,Primary
5271,St Kieran's School,205041095,-38.179369,146.253555,Primary
5272,Marcellin College,207021156,-37.774782,145.082675,Secondary
5273,Marist-Sion College,205011079,-38.159029,145.915266,Secondary
5274,St Theresa's School,213011328,-37.782193,144.820196,Primary
5275,St Bernadette's School,209011200,-37.763063,145.034125,Primary
5276,St Colman's School,217041477,-38.07993674,142.80202364,Primary
5277,St Agnes' School,208011171,-37.946096,145.031826,Primary
5278,Our Lady of the Assumption School,208031188,-37.965505,145.059713,Primary
5279,Sacred Heart School,211031451,-37.79749,145.272793,Primary
5280,St Malachy's School,215011393,-37.034028,141.300045,Primary
5281,St Mary's School,204011054,-37.191268,145.713385,Primary
5282,Resurrection House,206031114,-37.756648,144.905195,Primary
5283,Holy Spirit School,206021112,-37.760845,145.01619,Primary
5284,Sacred Heart School,213011334,-37.737954,144.799277,Primary
5285,St Thomas the Apostle School,207031161,-37.823247,145.157434,Primary
5286,St Mary's School,216011410,-36.587795,145.011203,Primary
5287,St Michael's School,205051101,-37.98075149,146.78426647,Primary
5288,St Thomas Aquinas School,203021038,-38.090171,144.35882,Primary
5289,St Pius X School,209011199,-37.746924,145.04629,Primary
5290,St Margaret Mary's School,213021344,-37.829084,144.877732,Primary
5291,Monivae College,217011421,-37.74203709,142.04945362,Secondary
5292,St Mary Magdalen's Parish Primary School,212051319,-37.880136,145.10137,Primary
5293,St Anthony's School,212041460,-37.97171,145.172427,Primary
5294,St Peter's School,212051320,-37.92314,145.121859,Primary
5295,St Joseph's School,215011394,-35.72393,142.362192,Primary
5296,St John Bosco's School,210011230,-37.743657,144.889028,Primary
5297,Holy Family School,203021047,-38.111101,144.338334,Primary
5298,Holy Spirit Parish School,203021040,-38.135809,144.329964,Primary
5299,St Mary's School,209011197,-37.702851,145.092633,Primary
5300,Mother of God School,213011328,-37.779414,144.800812,Primary
5301,St Peter Chanel School,213011330,-37.768526,144.769266,Primary
5302,Christ the King Primary School,213031347,-37.787611,144.86196,Primary
5303,Corpus Christi School,210031438,-37.703249,144.923087,Primary
5304,Killester College,212041317,-37.959071,145.152017,Secondary
5305,St Paul's School,213011338,-37.787534,144.807516,Primary
5306,St Patrick's School,202031033,-36.054852,144.111842,Primary
5307,Clonard College,203021040,-38.129766,144.33003,Secondary
5308,Stella Maris School,208011168,-37.981986,145.041044,Primary
5309,St Therese's School,202011020,-36.7664256799501,144.298217968388,Primary
5310,St Bernadette's School,213011337,-37.771157,144.835276,Primary
5311,St James' School,201011004,-37.603467,143.840181,Primary
5312,Sacred Heart School,215021469,-34.187326,142.152242,Primary
5313,St Margaret's Primary School,213031349,-37.766895,144.891039,Primary
5314,Immaculate Heart of Mary School,205041095,-38.184743,146.291592,Primary
5315,Holy Family School,212051323,-37.874255,145.129634,Primary
5316,St Gerard's School,212041311,-37.971329,145.205824,Primary
5317,St Mel's School,216031417,-36.392674,145.40982,Primary
5318,Our Lady of Perpetual Succour School,207031167,-37.830057,145.111389,Primary
5319,St Catherine's School,208031191,-37.938224,145.052171,Primary
5320,Sacred Heart Girls' College,208021180,-37.902163,145.086083,Secondary
5321,St Vincent de Paul's School,205041096,-38.230608,146.415478,Primary
5322,St Mary's School,215031400,-35.501832,142.85067,Primary
5323,St Joseph's School,211051286,-37.792172,145.616814,Primary
5324,St Stephen's School,209021207,-37.711568,145.019202,Primary
5325,St Brendan's School,205021084,-37.87102,148.012335,Primary
5326,St Martin of Tours School,209011198,-37.735182,145.076979,Primary
5327,St Michael's School,204031072,-36.21612424,147.17356012,Primary
5328,Christ Our Holy Redeemer School,212051326,-37.896158,145.105753,Primary
5329,Our Lady of the Nativity School,206031114,-37.75621,144.896331,Primary
5330,St John's Regional College,212041311,-37.990229,145.226256,Secondary
5331,Nagle College,205021081,-37.837096,147.587656,Secondary
5332,St Mary's School,215031403,-34.58470583,142.77850545,Combined
5333,Our Lady's School,204021066,-36.372191,146.321144,Primary
5334,Emmaus College,211041273,-37.847990854423244,145.17444779150486,Secondary
5335,St Dominic's School,210051242,-37.685055,144.923702,Primary
5336,St Patrick's School,216011407,-36.252656,144.953591,Primary
5337,St Bridget's School,207011148,-37.795177,145.103209,Primary
5338,St Leonard's School,212051322,-37.886803,145.163894,Primary
5339,St Scholastica's School,207031165,-37.852156,145.126196,Primary
5340,St Christopher's School,212051322,-37.87109838,145.15019748,Primary
5341,St John Vianney's School,208031193,-37.99047,145.09249,Primary
5342,Ss Peter & Paul's School,207021425,-37.790552,145.1534,Primary
5343,St Mary of the Angels College,216021413,-36.057656,145.208748,Secondary
5344,Holy Family School,212021295,-37.990496,145.238629,Primary
5345,Aquinas College,211031266,-37.82303115,145.23518332,Secondary
5346,St Matthew's School,210031237,-37.698156,144.967951,Primary
5347,St John Vianney's School,212051325,-37.932718,145.159559,Primary
5348,St Luke's School,209041219,-37.67237431,145.0188321,Primary
5349,St Francis de Sales School,210031239,-37.718847,144.921079,Primary
5350,St Thomas More's School,211051274,-37.90841476,145.3526801,Primary
5351,St Pius X School,217041479,-38.364916,142.46583,Primary
5352,St Christopher's School,210011226,-37.72501,144.880249,Primary
5353,Sacred Heart School,217031472,-38.353155,143.578547,Primary
5354,Sacred Heart School,209031215,-37.67214795,145.158777,Primary
5355,St Michael's School,212021293,-38.033824,145.353572,Primary
5356,Ave Maria College,206031114,-37.756618,144.897964,Secondary
5357,Our Lady of the Way School,209021205,-37.715261,145.035525,Primary
5358,St Luke the Evangelist School,207031162,-37.835551,145.146714,Primary
5359,St Bernard's School,204021066,-36.346559,146.305601,Primary
5360,Our Lady Help of Christians School,215011394,-36.622676,142.473651,Primary
5361,Marian College,213011338,-37.787845109357946,144.80612802908314,Secondary
5362,Mount St Joseph Girls' College,213021341,-37.863902,144.811674,Secondary
