,rent,coordinates,bedroom,Baths,Parking,url
543,500,"[-37.8681813, 145.0189018]",2,1,1,https://www.domain.com.au/7-56-kooyong-road-caulfield-north-vic-3161-16054643
544,420,"[-37.6590284, 145.509504]",2,1,1,https://www.domain.com.au/8-5a-mcgrettons-road-healesville-vic-3777-16077955
545,575,"[-37.8522603, 145.1552392]",5,2,2,https://www.domain.com.au/28-bellevue-avenue-burwood-east-vic-3151-15939290
546,485,"[-37.7992138, 144.9099061]",2,2,1,https://www.domain.com.au/1202-8-joseph-road-footscray-vic-3011-16068802
547,320,"[-37.75244, 145.051966]",1,1,1,https://www.domain.com.au/2-15-alfred-street-heidelberg-heights-vic-3081-16073096
548,550,"[-37.8640196, 145.006648]",2,2,1,https://www.domain.com.au/1-27-lansdowne-road-st-kilda-east-vic-3183-16072593
549,1100,"[-37.9802926, 145.0276564]",5,2,4,https://www.domain.com.au/28b-hornby-street-beaumaris-vic-3193-16039292
550,400,"[-37.8592072, 144.9818794]",1,1,1,https://www.domain.com.au/2-24-princes-street-st-kilda-vic-3182-16060642
551,700,"[-37.7520345, 144.9600865]",3,2,2,https://www.domain.com.au/2-9-florence-street-coburg-vic-3058-16039088
552,460,"[-37.4822825, 144.9832134]",4,2,2,https://www.domain.com.au/41-possum-drive-beveridge-vic-3753-16065049
553,450,"[-38.1449125, 144.3506117]",2,1,1,https://www.domain.com.au/2-35-spring-street-geelong-west-vic-3218-16026565
554,360,"[-37.6949975, 144.5420298]",3,2,1,https://www.domain.com.au/53-turpentine-rd-brookfield-vic-3338-16050308
555,300,"[-37.861835, 144.7734414]",3,1,1,https://www.domain.com.au/32-woods-street-laverton-vic-3028-15698257
556,630,"[-37.8955994, 145.009532]",2,2,1,https://www.domain.com.au/2-9-bertram-street-elsternwick-vic-3185-13756533
557,450,"[-37.8367297, 145.260776]",3,1,2,https://www.domain.com.au/18-maida-avenue-bayswater-vic-3153-16079548
558,320,"[-37.7203355, 145.0141228]",1,1,1,https://www.domain.com.au/2-24-delaware-street-reservoir-vic-3073-14903129
559,550,"[-34.198691, 142.1471721]",3,1,1,https://www.domain.com.au/4-300-deakin-avenue-mildura-vic-3500-15992157
560,380,"[-37.8967664, 144.6059612]",4,2,2,https://www.domain.com.au/21-laburnum-avenue-wyndham-vale-vic-3024-16072138
561,400,"[-36.8037634, 144.2439674]",3,2,2,https://www.domain.com.au/67-church-street-kangaroo-flat-vic-3555-12490862
562,350,"[-37.84300650000001, 145.0040238]",1,1,1,https://www.domain.com.au/14-245-williams-road-south-yarra-vic-3141-16042334
563,575,"[-37.7586319, 144.9459541]",3,2,2,https://www.domain.com.au/1a-jolley-street-brunswick-west-vic-3055-16008421
564,480,"[-37.7816213, 145.1452791]",3,2,2,https://www.domain.com.au/13-belinda-crescent-doncaster-east-vic-3109-16057482
565,550,"[-38.1458629, 144.3342262]",3,2,2,https://www.domain.com.au/2-7-churchill-avenue-newtown-vic-3220-16069404
566,630,"[-37.85375210000001, 145.2866407]",4,2,1,https://www.domain.com.au/1-olive-grove-boronia-vic-3155-16080508
567,460,"[-38.0774871, 145.4360426]",4,2,2,https://www.domain.com.au/10-rebecca-court-pakenham-vic-3810-16072725
568,350,"[-37.77106089999999, 144.8484041]",2,1,1,https://www.domain.com.au/233-duke-street-sunshine-north-vic-3020-16068254
569,370,"[-37.575326, 144.7105086]",3,1,6,https://www.domain.com.au/11-gruner-street-sunbury-vic-3429-16061549
570,475,"[-37.81210799999999, 144.992552]",2,1,1,https://www.domain.com.au/g12-8-garfield-street-richmond-vic-3121-16015971
571,465,"[-37.58000415437882, 143.7926896507797]",4,2,2,https://www.domain.com.au/9-moritz-drive-winter-valley-vic-3358-15916401
572,635,"[-37.8811474, 145.1166297]",3,2,2,https://www.domain.com.au/1-2-hocking-court-mount-waverley-vic-3149-16015914
573,420,"[-37.7120891, 144.9684766]",3,1,2,https://www.domain.com.au/46-mutton-road-fawkner-vic-3060-15915330
574,800,"[-37.8338889, 144.963937]",2,1,1,https://www.domain.com.au/south-melbourne-vic-3205-15875972
575,480,"[-37.8876971, 145.1510567]",3,1,1,https://www.domain.com.au/600-waverley-road-glen-waverley-vic-3150-12815869
576,380,"[-37.6885432, 144.9220217]",2,1,1,https://www.domain.com.au/2-45-jacana-avenue-broadmeadows-vic-3047-16064340
577,840,"[-37.7959254, 144.9809542]",4,1,1,https://www.domain.com.au/389-napier-street-fitzroy-vic-3065-16062597
578,400,"[-37.8648166, 144.597437]",3,2,2,https://www.domain.com.au/13-hawkstone-road-wyndham-vale-vic-3024-16071316
579,590,"[-37.7540807, 144.9137658]",3,1,1,https://www.domain.com.au/7-shamrock-street-essendon-vic-3040-16073098
580,535,"[-37.8047429, 144.9541059]",2,1,1,https://www.domain.com.au/11-22-26-howard-street-north-melbourne-vic-3051-16059747
581,400,"[-37.7203817, 144.9332458]",3,1,2,https://www.domain.com.au/102-northumberland-road-pascoe-vale-vic-3044-16074192
582,380,"[-37.5422231, 143.8772013]",3,1,2,https://www.domain.com.au/115-moola-street-black-hill-vic-3350-16071060
583,945,"[-37.8448754, 144.9442563]",2,2,1,https://www.domain.com.au/4-pickles-street-albert-park-vic-3206-16051322
584,680,"[-37.7428936, 144.9603554]",3,1,1,https://www.domain.com.au/41-victoria-street-coburg-vic-3058-14889506
585,560,"[-37.8258715, 145.0506456]",2,1,1,https://www.domain.com.au/108-55-camberwell-road-hawthorn-east-vic-3123-15847018
586,470,"[-37.5846701, 145.1256209]",3,2,2,https://www.domain.com.au/11-montville-street-doreen-vic-3754-16036497
587,250,"[-37.808699, 144.98413]",0,1,1,https://www.domain.com.au/303-45-victoria-parade-collingwood-vic-3066-14981551
588,420,"[-37.8803231, 145.0571674]",2,1,1,https://www.domain.com.au/3-37-fisher-street-malvern-east-vic-3145-16063516
589,380,"[-37.9771224, 145.1886686]",2,1,1,https://www.domain.com.au/6-34-42-hanna-street-noble-park-vic-3174-15800080
590,1400,"[-36.552705, 146.7248167]",3,2,1,https://www.domain.com.au/24-prince-street-myrtleford-vic-3737-13737244
591,420,"[-37.8023497, 145.0411123]",2,1,1,https://www.domain.com.au/3-18-gladstone-street-kew-vic-3101-16067435
592,320,"[-37.8699617, 144.9983215]",1,1,1,https://www.domain.com.au/28-305-carlisle-street-balaclava-vic-3183-16053918
593,380,"[-36.756497, 144.2924396]",3,2,2,https://www.domain.com.au/1a-mackay-street-east-bendigo-vic-3550-16076473
594,305,"[-37.762664, 145.046752]",1,1,1,https://www.domain.com.au/5-44-st-elmo-road-ivanhoe-vic-3079-16043115
595,380,"[-37.70687, 144.8754642]",3,1,2,https://www.domain.com.au/10-coonamar-street-tullamarine-vic-3043-15710692
596,595,"[-38.07582379999999, 145.4370159]",4,2,3,https://www.domain.com.au/1-loxton-way-pakenham-vic-3810-16073189
597,395,"[-37.800088, 144.9468802]",2,1,1,https://www.domain.com.au/e5-89-o-shanassy-street-north-melbourne-vic-3051-16061508
598,480,"[-37.4798093, 144.9544636]",4,2,2,https://www.domain.com.au/1-poets-mews-beveridge-vic-3753-16076431
599,505,"[-37.978348, 145.065913]",3,1,1,https://www.domain.com.au/29b-swanston-street-mentone-vic-3194-15545760
600,480,"[-34.2311746, 142.172547]",3,2,2,https://www.domain.com.au/20-verdi-boulevard-irymple-vic-3498-15870932
601,450,"[-37.7384415, 144.6526807]",4,2,2,https://www.domain.com.au/42-restful-way-rockbank-vic-3335-16051539
602,650,"[-38.0763139, 145.12769]",3,2,2,https://www.domain.com.au/1-16-wright-street-carrum-vic-3197-16001266
603,350,"[-37.9368738, 145.0322204]",2,1,1,https://www.domain.com.au/11-12-bartlett-street-hampton-east-vic-3188-16027263
604,520,"[-37.6411636, 145.0358588]",4,3,2,https://www.domain.com.au/11-watford-court-epping-vic-3076-16076342
605,460,"[-38.2699413, 144.5142975]",3,1,1,https://www.domain.com.au/20-sweetman-parade-ocean-grove-vic-3226-16019778
606,525,"[-37.8613334, 144.9739619]",2,1,2,https://www.domain.com.au/28-12-fitzroy-street-st-kilda-vic-3182-16073386
607,525,"[-37.8816253, 145.050847]",3,1,2,https://www.domain.com.au/1-1013-dandenong-road-malvern-east-vic-3145-16081072
608,395,"[-37.730555, 144.999358]",2,1,1,https://www.domain.com.au/3-55-regent-street-preston-vic-3072-16020600
609,525,"[-37.9138172, 145.1183795]",2,2,1,https://www.domain.com.au/2-1434-1436-north-road-clayton-vic-3168-16028920
610,450,"[-37.7432756, 144.9818579]",2,1,2,https://www.domain.com.au/19-777-bell-street-preston-vic-3072-16077289
611,600,"[-37.8157157, 144.9529559]",2,2,1,https://www.domain.com.au/1715-220-spencer-street-melbourne-vic-3000-16071670
612,370,"[-37.85700010000001, 144.6629121]",2,1,1,https://www.domain.com.au/1-54-oreilly-road-tarneit-vic-3029-16051886
613,895,"[-37.8727991, 145.0238245]",3,2,1,https://www.domain.com.au/1-207-balaclava-road-caulfield-north-vic-3161-15950067
614,550,"[-38.2323053, 145.0417797]",3,2,2,https://www.domain.com.au/938-nepean-highway-mornington-vic-3931-16033581
615,400,"[-37.6755813, 145.0422243]",3,2,1,https://www.domain.com.au/31-68-92-mckimmies-road-lalor-vic-3075-16073854
616,560,"[-37.8659382, 145.2952783]",4,2,4,https://www.domain.com.au/13-pinevale-court-boronia-vic-3155-16056164
617,590,"[-37.979484, 145.0763308]",3,2,1,https://www.domain.com.au/23-chicquita-circuit-mentone-vic-3194-16010368
618,360,"[-37.9931413, 145.0697965]",1,1,1,https://www.domain.com.au/101-10-warrigal-road-parkdale-vic-3195-16080869
619,440,"[-37.7386036, 144.654411]",4,2,2,https://www.domain.com.au/8-restful-way-rockbank-vic-3335-16055839
620,420,"[-36.799581, 144.2415484]",3,1,3,https://www.domain.com.au/3-menzies-court-kangaroo-flat-vic-3555-13145173
621,570,"[-38.0638756, 145.3857636]",5,2,2,https://www.domain.com.au/21-double-delight-drive-beaconsfield-vic-3807-11785900
622,420,"[-37.6952079, 144.5746059]",5,2,4,https://www.domain.com.au/8-richard-road-melton-south-vic-3338-16081121
623,530,"[-37.8549992, 144.9976952]",2,1,2,https://www.domain.com.au/1-29-the-avenue-windsor-vic-3181-16063438
624,470,"[-37.846355, 144.988955]",3,1,1,https://www.domain.com.au/5-78-commercial-road-prahran-vic-3181-14521288
625,390,"[-37.76737869999999, 144.9408584]",2,1,1,https://www.domain.com.au/4-59-smith-street-brunswick-west-vic-3055-15975460
626,470,"[-37.7566375, 145.0649075]",2,1,1,https://www.domain.com.au/401-82-hawdon-street-heidelberg-vic-3084-16051158
627,260,"[-38.38331609999999, 142.4982922]",2,1,1,https://www.domain.com.au/8-73-coulstock-street-warrnambool-vic-3280-16064617
628,620,"[-37.7092755, 145.1517682]",4,2,2,https://www.domain.com.au/10-livingstone-road-eltham-vic-3095-16054544
629,850,"[-37.8389211, 144.9749946]",2,2,1,https://www.domain.com.au/709-14-queens-road-melbourne-vic-3004-16031590
630,850,"[-37.8054696, 145.063443]",4,2,2,https://www.domain.com.au/8-eyre-street-balwyn-vic-3103-16022819
631,365,"[-37.7673958, 144.8570289]",3,2,1,https://www.domain.com.au/46a-wood-street-avondale-heights-vic-3034-9682304
632,450,"[-37.8159123, 144.6850854]",4,2,2,https://www.domain.com.au/23-social-street-tarneit-vic-3029-16069608
633,400,"[-38.3573215, 144.911745]",2,1,2,https://www.domain.com.au/36-murray-anderson-road-rosebud-vic-3939-16063290
634,380,"[-37.6839243, 144.9196137]",2,2,1,https://www.domain.com.au/2-15-railway-crescent-broadmeadows-vic-3047-16045505
635,620,"[-37.8226296, 145.0994296]",2,2,2,https://www.domain.com.au/1-5-montrose-street-surrey-hills-vic-3127-16036140
636,330,"[-37.8733183, 144.7595718]",2,1,1,https://www.domain.com.au/1-25-point-cook-road-seabrook-vic-3028-14248047
637,520,"[-37.6409965, 145.0973055]",4,2,2,https://www.domain.com.au/9-stagecoach-boulevard-south-morang-vic-3752-16014920
638,430,"[-37.8626272, 144.9732215]",1,1,1,https://www.domain.com.au/13-9-fitzroy-street-st-kilda-vic-3182-16057589
639,400,"[-37.8284885, 145.0334041]",1,1,1,https://www.domain.com.au/308-81-riversdale-road-hawthorn-vic-3122-16035536
640,390,"[-37.8231578, 145.0476145]",1,1,1,https://www.domain.com.au/314-30-32-lilydale-grove-hawthorn-east-vic-3123-16059309
641,590,"[-37.69185909999999, 144.6597268]",5,3,2,https://www.domain.com.au/28-fold-circuit-bonnie-brook-vic-3335-16056983
642,700,"[-37.8369111, 144.9851564]",2,1,1,https://www.domain.com.au/4-44-walsh-street-south-yarra-vic-3141-16041813
643,1100,"[-37.9266675, 145.0126099]",4,2,2,https://www.domain.com.au/39-comer-street-brighton-east-vic-3187-16078421
644,450,"[-37.8451577, 145.0670397]",2,1,1,https://www.domain.com.au/4-28-donna-buang-street-camberwell-vic-3124-16061850
645,500,"[-36.3786241, 145.6300863]",3,2,4,https://www.domain.com.au/640-shepparton-dookie-college-road-cosgrove-south-vic-3631-16063833
646,650,"[-37.7827048, 144.9170552]",3,2,1,https://www.domain.com.au/24-157-epsom-road-ascot-vale-vic-3032-12812839
647,520,"[-37.8120511, 144.9517315]",2,1,1,https://www.domain.com.au/502-55-63-jeffcott-street-west-melbourne-vic-3003-16042486
648,230,"[-36.7158565, 142.1848639]",2,1,1,https://www.domain.com.au/2-15-schwarz-avenue-horsham-vic-3400-16075455
649,475,"[-37.8877751, 144.9904371]",2,1,1,https://www.domain.com.au/7-4-6-kingsley-street-elwood-vic-3184-16053492
650,250,"[-37.7430039, 145.008542]",1,1,1,https://www.domain.com.au/11-326-plenty-road-preston-vic-3072-16068669
651,360,"[-38.1054252, 144.3322196]",2,1,1,https://www.domain.com.au/121-anakie-road-bell-post-hill-vic-3215-16075544
652,920,"[-37.7732736, 144.9546661]",3,2,2,https://www.domain.com.au/100-union-street-brunswick-vic-3056-16027510
653,380,"[-37.8711362, 145.0692437]",2,1,2,https://www.domain.com.au/2a-st-georges-cres-ashburton-vic-3147-16060144
654,350,"[-37.70713, 144.9643887]",2,1,3,https://www.domain.com.au/2-99-major-road-fawkner-vic-3060-16002189
655,400,"[-37.8643286, 145.2645886]",3,1,1,https://www.domain.com.au/1-218-scoresby-road-boronia-vic-3155-16038297
656,795,"[-37.8322913, 145.0415429]",2,1,2,https://www.domain.com.au/16-37-robinson-rd-hawthorn-vic-3122-16053592
657,500,"[-37.8406731, 144.8825128]",2,1,1,https://www.domain.com.au/203-455-melbourne-road-newport-vic-3015-15964069
658,355,"[-37.5507222, 143.8601014]",2,1,1,https://www.domain.com.au/1-502-lydiard-street-north-soldiers-hill-vic-3350-16064585
659,380,"[-37.9022967, 145.0478948]",2,1,1,https://www.domain.com.au/9-28-holloway-street-ormond-vic-3204-16014889
660,400,"[-37.7592257, 144.9445359]",2,1,1,https://www.domain.com.au/6-129-melville-road-brunswick-west-vic-3055-16030501
661,280,"[-37.7806424, 145.035256]",1,1,1,https://www.domain.com.au/7-101-lucerne-crescent-alphington-vic-3078-16026650
662,520,"[-37.8310554, 145.2250792]",3,1,1,https://www.domain.com.au/3-77-maidstone-street-ringwood-vic-3134-16076897
663,600,"[-38.276858, 145.56996]",4,1,3,https://www.domain.com.au/24-wattle-court-lang-lang-vic-3984-15478806
664,480,"[-37.91325860000001, 145.2367751]",3,2,2,https://www.domain.com.au/8-superior-avenue-rowville-vic-3178-16030959
665,790,"[-37.925851, 145.1942071]",4,2,2,https://www.domain.com.au/12-derby-place-mulgrave-vic-3170-16075277
666,280,"[-37.9011693, 145.0421458]",1,1,1,https://www.domain.com.au/1-34-lillimur-road-ormond-vic-3204-16051654
667,400,"[-37.706251, 144.924806]",2,1,1,https://www.domain.com.au/4-133-glenroy-road-glenroy-vic-3046-16068512
668,390,"[-37.8226629, 145.0554315]",2,1,1,https://www.domain.com.au/3-11-stewart-street-hawthorn-east-vic-3123-16069695
669,599,"[-37.8944209, 145.0916608]",3,1,2,https://www.domain.com.au/2-21-logie-street-oakleigh-vic-3166-15851919
670,440,"[-37.7938967, 144.9434821]",2,1,1,https://www.domain.com.au/10-51-brougham-street-north-melbourne-vic-3051-16020227
671,1000,"[-37.7445849, 144.8919691]",3,3,2,https://www.domain.com.au/91a-deakin-street-essendon-vic-3040-14987178
672,1800,"[-37.8318086, 144.9710272]",3,2,2,https://www.domain.com.au/1901-368-st-kilda-road-melbourne-vic-3000-16073890
673,360,"[-37.8935922, 145.0560228]",1,1,1,https://www.domain.com.au/6-225-229-koornang-road-carnegie-vic-3163-16065364
674,700,"[-37.795859899999996, 144.9412591]",2,2,1,https://www.domain.com.au/c705-111-canning-street-north-melbourne-vic-3051-15980449
675,390,"[-37.78526859999999, 144.7922584]",3,1,1,https://www.domain.com.au/52-mark-street-sunshine-west-vic-3020-16018766
676,285,"[-37.8650222, 144.8220603]",2,1,1,https://www.domain.com.au/3-9-hancock-street-altona-vic-3018-15972693
677,720,"[-37.91282289999999, 145.1668825]",4,3,2,https://www.domain.com.au/1-107-brandon-park-drive-wheelers-hill-vic-3150-15983871
678,500,"[-38.1012794, 145.2446739]",4,2,2,https://www.domain.com.au/20-forton-crescent-cranbourne-west-vic-3977-16068120
679,500,"[-37.8201199, 145.0014828]",2,1,1,https://www.domain.com.au/6-31-abinger-street-richmond-vic-3121-16062938
680,450,"[-37.8128401, 145.1215698]",2,1,1,https://www.domain.com.au/9-98-thames-st-box-hill-vic-3128-15012666
681,390,"[-37.7508227, 144.949418]",2,1,1,https://www.domain.com.au/2-34-donne-st-coburg-vic-3058-14233893
682,540,"[-37.9029212, 145.0292927]",3,2,2,https://www.domain.com.au/394-north-road-ormond-vic-3204-16006308
683,1345,"[-37.9149958, 145.0078102]",4,3,2,https://www.domain.com.au/6b-centre-road-brighton-east-vic-3187-15971915
684,650,"[-37.754803, 144.990495]",2,1,2,https://www.domain.com.au/82-hutton-street-thornbury-vic-3071-16080271
685,79.33333333333333,"[-37.7095037, 144.576323]",3,1,2,https://www.domain.com.au/31-morshead-street-melton-south-vic-3338-16063448
686,650,"[-37.7237161, 144.9812779]",6,2,2,https://www.domain.com.au/31-arthur-street-coburg-north-vic-3058-15914389
687,420,"[-38.1118463, 145.2611214]",3,2,2,https://www.domain.com.au/15-belfort-la-cranbourne-vic-3977-16065657
688,490,"[-37.7782304, 144.9763557]",2,1,1,https://www.domain.com.au/701-22-barkly-street-brunswick-east-vic-3057-16058031
689,290,"[-38.16342849999999, 145.1354494]",2,1,1,https://www.domain.com.au/1-7-9-towerhill-road-frankston-vic-3199-15890255
690,400,"[-37.867866, 144.823991]",3,1,2,https://www.domain.com.au/94d-blyth-street-altona-vic-3018-16043754
691,430,"[-37.874967, 145.2326048]",2,2,1,https://www.domain.com.au/301-436-stud-road-wantirna-south-vic-3152-16037867
692,380,"[-37.7954402, 144.8067716]",3,1,2,https://www.domain.com.au/20-fremont-parade-sunshine-west-vic-3020-15905135
693,390,"[-36.1365427, 144.7483196]",2,1,1,https://www.domain.com.au/24-29-francis-street-echuca-vic-3564-15789619
694,850,"[-37.8084816, 144.982035]",3,2,1,https://www.domain.com.au/199-victoria-parade-fitzroy-vic-3065-16012759
695,480,"[-37.8448767, 145.1487284]",3,1,1,https://www.domain.com.au/21-bermuda-drive-blackburn-south-vic-3130-14051028
696,450,"[-38.221132, 145.051664]",2,1,1,https://www.domain.com.au/6-94-beleura-hill-road-mornington-vic-3931-16077930
697,825,"[-37.7644929, 144.9228602]",3,2,2,https://www.domain.com.au/802-701-mt-alexander-road-moonee-ponds-vic-3039-16034235
698,455,"[-37.8614772, 145.0176827]",2,1,2,https://www.domain.com.au/1-395-dandenong-road-armadale-vic-3143-16011845
699,410,"[-38.18211489999999, 144.7124816]",3,1,2,https://www.domain.com.au/36-bayside-avenue-st-leonards-vic-3223-16042099
700,450,"[-37.8793187, 144.6530103]",4,2,2,https://www.domain.com.au/15-pinecone-court-werribee-vic-3030-16078274
701,400,"[-37.2872305, 142.919936]",3,1,2,https://www.domain.com.au/7-gossip-avenue-ararat-vic-3377-16075799
702,520,"[-37.7585469, 145.094677]",4,2,2,https://www.domain.com.au/66-morang-avenue-templestowe-lower-vic-3107-14069542
703,420,"[-37.6348136, 145.067492]",3,1,2,https://www.domain.com.au/2-nivea-terrace-south-morang-vic-3752-16051148
704,1000,"[-37.7486643, 144.9713588]",4,3,3,https://www.domain.com.au/66-walsh-street-coburg-vic-3058-15993508
705,450,"[-37.8455143, 145.1205346]",3,1,2,https://www.domain.com.au/139-station-st-burwood-vic-3125-16071546
706,495,"[-37.7615186, 145.1672275]",3,2,1,https://www.domain.com.au/1-508-blackburn-road-doncaster-east-vic-3109-16063337
707,600,"[-37.7517562, 144.7289757]",4,2,2,https://www.domain.com.au/8-mt-eccles-place-caroline-springs-vic-3023-16065217
708,450,"[-37.4178708, 145.7278293]",1,1,1,https://www.domain.com.au/rose-cottage-53-south-cathedral-lane-buxton-vic-3711-14897151
709,500,"[-36.5631449, 145.9781322]",3,2,2,https://www.domain.com.au/15-carlyle-street-benalla-vic-3672-16072884
710,435,"[-38.0949541, 144.3281212]",3,1,2,https://www.domain.com.au/64-kansas-avenue-bell-post-hill-vic-3215-16063699
711,440,"[-37.6181961, 145.0378303]",3,2,1,https://www.domain.com.au/17-enoch-walk-wollert-vic-3750-16078230
712,400,"[-38.3414057, 141.5921237]",3,2,2,https://www.domain.com.au/1-frost-court-portland-vic-3305-15962921
713,750,"[-37.9347161, 145.0190888]",3,1,2,https://www.domain.com.au/38-barnett-street-hampton-vic-3188-16028773
714,160,"[-38.1967944, 144.3089979]",1,1,1,https://www.domain.com.au/13-hewat-drive-highton-vic-3216-15744104
715,400,"[-37.5517355, 143.869797]",4,1,3,https://www.domain.com.au/1-ida-street-black-hill-vic-3350-16074301
716,295,"[-37.774562, 144.9921432]",1,1,1,https://www.domain.com.au/6-30-aberdeen-grove-northcote-vic-3070-16034945
717,600,"[-37.7958369, 145.2315959]",3,2,2,https://www.domain.com.au/29-melview-drive-ringwood-north-vic-3134-16052408
718,415,"[-37.9161576, 145.1360788]",3,1,4,https://www.domain.com.au/56-wellington-road-clayton-vic-3168-16062948
719,420,"[-38.0185529, 145.3266404]",3,1,1,https://www.domain.com.au/35-valley-view-crescent-berwick-vic-3806-16077019
720,480,"[-37.721221, 145.021672]",3,1,1,https://www.domain.com.au/56a-boldrewood-parade-reservoir-vic-3073-16007305
721,690,"[-37.7515181, 145.0485839]",4,3,2,https://www.domain.com.au/8b-gotha-street-heidelberg-heights-vic-3081-16032660
722,1195,"[-37.8998011, 145.0318408]",4,2,2,https://www.domain.com.au/33-moore-street-caulfield-south-vic-3162-16032157
723,450,"[-37.738492, 145.0115122]",2,2,1,https://www.domain.com.au/b206-425-plenty-road-preston-vic-3072-16035010
724,690,"[-38.1303363, 145.1235677]",3,2,1,https://www.domain.com.au/9-gould-street-frankston-vic-3199-16081851
725,730,"[-37.9036873, 145.1093983]",4,3,1,https://www.domain.com.au/1-1594-dandenong-road-huntingdale-vic-3166-16061996
726,400,"[-37.8516297, 144.5913549]",4,2,2,https://www.domain.com.au/9-smile-crescent-lot-451-wyndham-vale-vic-3024-16072192
727,450,"[-38.0340357, 144.4020957]",3,2,1,https://www.domain.com.au/12-bella-julia-place-lara-vic-3212-16062186
728,600,"[-38.371857, 144.8284816]",3,2,2,https://www.domain.com.au/3c-weir-street-rye-vic-3941-16061332
729,430,"[-37.5668039, 144.9092513]",4,2,3,https://www.domain.com.au/69-bluebell-drive-craigieburn-vic-3064-16044256
730,690,"[-37.7996312, 145.0569822]",3,2,2,https://www.domain.com.au/2a-woodlands-avenue-kew-east-vic-3102-15963937
731,330,"[-37.8691511, 145.0343733]",1,1,1,https://www.domain.com.au/1-11-johnstone-street-malvern-vic-3144-16047628
732,420,"[-37.9797191, 145.1871541]",3,1,2,https://www.domain.com.au/3-michael-court-noble-park-vic-3174-13464486
733,590,"[-38.150918, 144.3508573]",3,2,1,https://www.domain.com.au/8-laurel-bank-parade-newtown-vic-3220-16071296
734,570,"[-36.7602224, 144.297532]",3,2,4,https://www.domain.com.au/22-murphy-street-bendigo-vic-3550-8902052
735,525,"[-37.8900914, 145.1353848]",4,2,2,https://www.domain.com.au/40-anthony-dr-mount-waverley-vic-3149-15986449
736,310,"[-37.8630362, 145.0298953]",1,1,1,https://www.domain.com.au/21-164-wattletree-road-malvern-vic-3144-15948772
737,365,"[-37.9713078, 145.1480427]",2,1,1,https://www.domain.com.au/1-500-springvale-road-springvale-south-vic-3172-16059034
738,420,"[-38.138341, 144.3494694]",3,1,1,https://www.domain.com.au/49-wellington-street-geelong-west-vic-3218-16044636
739,540,"[-37.7209732, 144.9326446]",3,3,2,https://www.domain.com.au/1-19-arndt-road-pascoe-vale-vic-3044-16021996
740,480,"[-37.8980896, 145.118164]",3,2,1,https://www.domain.com.au/177-ferntree-gully-road-mount-waverley-vic-3149-16074852
741,750,"[-37.8164312, 144.977452]",3,2,2,https://www.domain.com.au/26-211-wellington-parade-south-east-melbourne-vic-3002-16008206
742,670,"[-37.8260239, 144.9595477]",0,1,1,https://www.domain.com.au/401-260-city-rd-southbank-vic-3006-15884879
743,450,"[-37.8965393, 145.1571366]",3,1,1,https://www.domain.com.au/9-torbreck-street-glen-waverley-vic-3150-16074052
744,420,"[-37.7939909, 144.9162563]",2,1,1,https://www.domain.com.au/507-60-speakmen-street-kensington-vic-3031-15057716
745,500,"[-36.7330117, 147.1549943]",3,1,2,https://www.domain.com.au/1-young-crescent-tawonga-south-vic-3698-15358548
746,700,"[-37.8358416, 144.9747364]",3,2,1,https://www.domain.com.au/172-418-st-kilda-road-melbourne-vic-3004-16016225
747,480,"[-37.8624984, 144.8192042]",3,1,1,https://www.domain.com.au/72-grieve-parade-altona-vic-3018-16006976
748,580,"[-37.574909, 144.7475113]",4,2,4,https://www.domain.com.au/29-curtis-avenue-sunbury-vic-3429-15891798
749,425,"[-37.887206, 144.5965161]",4,2,2,https://www.domain.com.au/71-callaway-street-wyndham-vale-vic-3024-15101942
750,695,"[-37.815458, 144.8918832]",3,2,1,https://www.domain.com.au/7a-goulburn-street-yarraville-vic-3013-16021997
751,1100,"[-37.828351, 145.0808249]",4,2,2,https://www.domain.com.au/31-bryson-street-canterbury-vic-3126-16077797
752,350,"[-37.5534614, 143.8657862]",3,1,2,https://www.domain.com.au/408-peel-street-north-black-hill-vic-3350-16016169
753,750,"[-37.9320509, 145.0410046]",4,2,2,https://www.domain.com.au/14c-castles-road-bentleigh-vic-3204-15888537
754,450,"[-37.8345882, 144.8651932]",2,2,1,https://www.domain.com.au/2-73-hansen-street-altona-north-vic-3025-14537746
755,1300,"[-37.8564218, 144.9968344]",4,3,2,https://www.domain.com.au/3-wise-close-windsor-vic-3181-16048317
756,430,"[-37.7556496, 145.3337265]",2,1,1,https://www.domain.com.au/8-campus-gate-chirnside-park-vic-3116-16029582
757,420,"[-37.792826, 144.921104]",1,1,1,https://www.domain.com.au/10-birch-lane-kensington-vic-3031-16039812
758,440,"[-37.743952, 145.045122]",3,1,2,https://www.domain.com.au/2-21-malahang-parade-heidelberg-west-vic-3081-16034186
759,450,"[-37.95577, 145.1771471]",3,2,1,https://www.domain.com.au/3-61-bowmore-road-noble-park-vic-3174-16079156
760,400,"[-37.4447867, 143.8943967]",3,2,1,https://www.domain.com.au/2-3-hickory-lane-creswick-vic-3363-15948483
761,590,"[-37.94706499999999, 145.1407414]",4,3,2,https://www.domain.com.au/19-rivulet-boulevard-springvale-vic-3171-15960001
762,420,"[-38.32496820000001, 144.3169799]",2,1,1,https://www.domain.com.au/2-71-geelong-road-torquay-vic-3228-16060064
763,500,"[-37.8255613, 145.0983397]",2,2,1,https://www.domain.com.au/g05-629-canterbury-road-surrey-hills-vic-3127-16022871
