,rent,coordinates,bedroom,Baths,Parking,url
2969,600,"[-37.8145047, 144.9740695]",2,1,1,https://www.domain.com.au/1201-31-spring-street-melbourne-vic-3000-15354493
2970,600,"[-38.0717745, 145.2530722]",4,2,2,https://www.domain.com.au/6-rainwater-drive-lyndhurst-vic-3975-16075002
2971,390,"[-37.7910356, 145.3130865]",2,2,1,https://www.domain.com.au/37-cambridge-road-mooroolbark-vic-3138-16033468
2972,400,"[-37.776184, 144.9101434]",2,1,1,https://www.domain.com.au/1-26-epsom-road-ascot-vale-vic-3032-16050602
2973,445,"[-37.5573965, 143.8424259]",3,2,2,https://www.domain.com.au/13-ripon-avenue-lake-wendouree-vic-3350-15991839
2974,520,"[-37.8338275, 145.033792]",2,1,1,https://www.domain.com.au/2-474-glenferrie-road-hawthorn-vic-3122-16061541
2975,400,"[-37.7190359, 144.943052]",3,1,3,https://www.domain.com.au/9-wicklow-street-pascoe-vale-vic-3044-16071574
2976,470,"[-37.804657, 145.0385032]",2,1,1,https://www.domain.com.au/14-58-62-mary-street-kew-vic-3101-16079756
2977,525,"[-38.0815058, 145.3499344]",4,2,2,https://www.domain.com.au/65-springleaf-avenue-clyde-north-vic-3978-16066424
2978,300,"[-37.8110675, 144.9948115]",1,1,1,https://www.domain.com.au/7-67-elizabeth-street-richmond-vic-3121-15945508
2979,340,"[-37.59046379999999, 145.095485]",2,1,1,https://www.domain.com.au/18-lawn-walk-mernda-vic-3754-16061787
2980,530,"[-37.814767, 145.095151]",2,2,1,https://www.domain.com.au/106-468-whitehorse-road-surrey-hills-vic-3127-15945190
2981,1975,"[-37.8577879, 144.9811923]",4,2,2,https://www.domain.com.au/802-181-fitzroy-st-st-kilda-vic-3182-15915050
2982,445,"[-37.9057521, 145.1446438]",2,2,1,https://www.domain.com.au/23-old-school-road-notting-hill-vic-3168-16064251
2983,350,"[-37.8167974, 145.1876561]",1,1,1,https://www.domain.com.au/305-435-439-whitehorse-road-mitcham-vic-3132-16041368
2984,480,"[-37.8474766, 145.0667123]",2,1,1,https://www.domain.com.au/5-1016-toorak-road-camberwell-vic-3124-16068333
2985,490,"[-37.8372125, 145.0121767]",3,1,1,https://www.domain.com.au/7-38-grange-road-toorak-vic-3142-15948581
2986,530,"[-37.8108483, 145.0269975]",3,1,2,https://www.domain.com.au/13-37-51-foley-street-kew-vic-3101-16002032
2987,340,"[-37.76115679999999, 144.9403853]",2,1,1,https://www.domain.com.au/3-18-duggan-street-brunswick-west-vic-3055-12718258
2988,370,"[-37.25100279999999, 144.4550344]",2,1,1,https://www.domain.com.au/2-14-welsh-street-kyneton-vic-3444-15996086
2989,340,"[-37.8069667, 145.0643046]",2,1,1,https://www.domain.com.au/2-23-gordon-street-balwyn-vic-3103-16081484
2990,650,"[-37.5312424, 144.9515445]",3,2,2,https://www.domain.com.au/22-38-malcolm-street-kalkallo-vic-3064-16027194
2991,420,"[-37.8108846, 144.8682873]",2,1,1,https://www.domain.com.au/9-350-somerville-road-west-footscray-vic-3012-16064564
2992,760,"[-37.8437885, 144.8890891]",3,2,1,https://www.domain.com.au/29-collingwood-road-newport-vic-3015-15015614
2993,525,"[-37.8667099, 145.0546161]",2,1,1,https://www.domain.com.au/7-6-8-tollington-avenue-malvern-east-vic-3145-16080678
2994,930,"[-37.9155285, 145.0231357]",3,2,2,https://www.domain.com.au/1-31a-thomas-street-brighton-east-vic-3187-15974698
2995,420,"[-34.19406910000001, 142.1372252]",4,2,2,https://www.domain.com.au/39-olympic-way-mildura-vic-3500-16050875
2996,410,"[-37.7878124, 144.8393924]",3,2,2,https://www.domain.com.au/86-dickson-street-sunshine-vic-3020-16058143
2997,475,"[-38.2117683, 144.3624092]",4,2,2,https://www.domain.com.au/40-swanburra-drive-charlemont-vic-3217-16080174
2998,485,"[-37.8575413, 144.8955371]",3,1,2,https://www.domain.com.au/12-lenore-crescent-williamstown-vic-3016-15997052
2999,620,"[-37.8207172, 144.8917972]",2,1,1,https://www.domain.com.au/20-newcastle-street-yarraville-vic-3013-16040077
3000,630,"[-37.8092162, 145.2521418]",4,2,2,https://www.domain.com.au/2-5-bona-street-ringwood-east-vic-3135-15889337
3001,1750,"[-37.8475835, 145.0382487]",5,2,2,https://www.domain.com.au/22-ethel-street-malvern-vic-3144-16026921
3002,480,"[-37.8647664, 144.9884371]",2,1,1,https://www.domain.com.au/1-132-inkerman-street-st-kilda-vic-3182-16034259
3003,450,"[-37.8926328, 145.0127778]",2,1,1,https://www.domain.com.au/6-65-clarence-street-elsternwick-vic-3185-16039179
3004,390,"[-38.0757693, 144.3541668]",3,1,4,https://www.domain.com.au/23-goulburn-avenue-corio-vic-3214-16012522
3005,300,"[-37.9584397, 145.163699]",1,1,1,https://www.domain.com.au/1-1-5-lawn-road-noble-park-vic-3174-15053268
3006,2600,"[-37.9200549, 144.9957406]",4,3,2,https://www.domain.com.au/42-dendy-street-brighton-vic-3186-15988734
3007,450,"[-38.0735554, 145.4029386]",3,2,2,https://www.domain.com.au/70-babar-drive-officer-vic-3809-16069772
3008,560,"[-37.8759871, 144.7349442]",4,2,2,https://www.domain.com.au/51-pilatus-crescent-point-cook-vic-3030-16053145
3009,525,"[-37.8363047, 145.0017846]",2,1,1,https://www.domain.com.au/7-38a-kensington-road-south-yarra-vic-3141-16077489
3010,400,"[-37.9541361, 145.0728691]",2,1,1,https://www.domain.com.au/4-101a-bernard-street-cheltenham-vic-3192-16068808
3011,440,"[-36.3751929, 146.287894]",3,2,4,https://www.domain.com.au/198-tone-road-wangaratta-vic-3677-16075144
3012,420,"[-37.8581544, 144.7257796]",3,2,1,https://www.domain.com.au/77-alison-street-truganina-vic-3029-16076984
3013,330,"[-37.8558295, 144.9674219]",1,1,1,https://www.domain.com.au/12-117-park-street-st-kilda-west-vic-3182-15117191
3014,440,"[-37.8418308, 144.6446942]",4,2,2,https://www.domain.com.au/38-cassinia-circuit-tarneit-vic-3029-16077339
3015,995,"[-37.8550952, 145.0780677]",4,2,2,https://www.domain.com.au/28-celia-street-glen-iris-vic-3146-16032136
3016,470,"[-37.7019316, 145.0143452]",3,2,2,https://www.domain.com.au/1-12-mack-street-reservoir-vic-3073-16061651
3017,730,"[-37.9092696, 145.0689135]",4,2,4,https://www.domain.com.au/108-marlborough-street-bentleigh-east-vic-3165-16032380
3018,445,"[-37.8408458, 145.115147]",3,1,2,https://www.domain.com.au/43-neville-street-box-hill-south-vic-3128-16076023
3019,680,"[-37.7834899, 144.97777]",2,1,1,https://www.domain.com.au/89-682-nicholson-street-fitzroy-north-vic-3068-16078483
3020,430,"[-37.7120103, 144.999589]",2,1,1,https://www.domain.com.au/2-98-leamington-street-reservoir-vic-3073-16024012
3021,325,"[-37.9918227, 145.0790801]",1,1,1,https://www.domain.com.au/5-163-parkers-road-parkdale-vic-3195-16064688
3022,340,"[-37.6693296, 144.9040921]",3,1,3,https://www.domain.com.au/16-devenish-court-westmeadows-vic-3049-12979881
3023,2500,"[-37.845378, 144.9534616]",5,2,1,https://www.domain.com.au/136-richardson-street-albert-park-vic-3206-16082666
3024,480,"[-37.7885221, 144.864685]",3,3,1,https://www.domain.com.au/3-98-ashley-street-maidstone-vic-3012-16061480
3025,410,"[-37.763252, 144.5457846]",4,2,2,https://www.domain.com.au/521-green-hill-road-eynesbury-vic-3338-15954892
3026,420,"[-37.7228465, 144.5949809]",4,2,2,https://www.domain.com.au/18-hatfield-street-strathtulloh-vic-3338-16058819
3027,610,"[-37.7299132, 145.024169]",3,2,3,https://www.domain.com.au/19b-drysdale-street-reservoir-vic-3073-16081324
3028,1595,"[-37.8008811, 145.072015]",6,4,2,https://www.domain.com.au/9-kendari-ave-balwyn-north-vic-3104-16067409
3029,420,"[-37.5346231, 144.9057665]",3,2,2,https://www.domain.com.au/4-cecil-walk-mickleham-vic-3064-16069443
3030,440,"[-38.0349647, 145.2756505]",3,3,1,https://www.domain.com.au/14-pistachio-close-hampton-park-vic-3976-16017451
3031,420,"[-37.73570369999999, 144.8665254]",2,1,1,https://www.domain.com.au/7-wingara-avenue-keilor-east-vic-3033-14612461
3032,450,"[-37.7680324, 144.9896901]",2,1,1,https://www.domain.com.au/14-114-arthurton-road-northcote-vic-3070-16074904
3033,520,"[-38.233234, 144.3220134]",4,2,2,https://www.domain.com.au/13-whiteley-street-mount-duneed-vic-3217-16072636
3034,685,"[-37.8525148, 145.065209]",2,1,2,https://www.domain.com.au/55-great-valley-road-glen-iris-vic-3146-16069673
3035,400,"[-37.5937031, 143.8277905]",4,2,2,https://www.domain.com.au/44-baudinette-drive-sebastopol-vic-3356-16064372
3036,550,"[-37.9141466, 145.2686339]",3,2,2,https://www.domain.com.au/43-willow-avenue-rowville-vic-3178-16070954
3037,380,"[-37.7795654, 144.8445691]",2,1,1,https://www.domain.com.au/3-35-ernest-street-sunshine-vic-3020-12868938
3038,415,"[-37.8026046, 144.8287178]",3,2,2,https://www.domain.com.au/9-rautman-crescent-sunshine-west-vic-3020-16082793
3039,420,"[-37.8525344, 144.5892623]",4,2,2,https://www.domain.com.au/28-brookside-drive-wyndham-vale-vic-3024-16057505
3040,525,"[-37.7513011, 144.9534559]",3,1,1,https://www.domain.com.au/3-33-shaftsbury-st-brunswick-vic-3056-14813886
3041,420,"[-37.6873736, 144.4173518]",3,2,1,https://www.domain.com.au/13-orton-crescent-bacchus-marsh-vic-3340-16033697
3042,700,"[-37.7630967, 144.8875847]",4,2,2,https://www.domain.com.au/7-londrew-court-maribyrnong-vic-3032-16003405
3043,350,"[-37.7247012, 144.5715291]",3,2,2,https://www.domain.com.au/31-chromite-circuit-weir-views-vic-3338-16022186
3044,450,"[-37.8158375, 145.0982105]",2,1,1,https://www.domain.com.au/2-6-scheele-street-surrey-hills-vic-3127-16067630
3045,450,"[-37.7768259, 144.9522786]",2,1,1,https://www.domain.com.au/9-825-park-street-brunswick-vic-3056-16019686
3046,625,"[-37.8355407, 145.1770072]",4,2,2,https://www.domain.com.au/2-432-canterbury-road-forest-hill-vic-3131-16061460
3047,500,"[-37.773496, 145.2974811]",4,1,1,https://www.domain.com.au/88-lee-ann-crescent-croydon-vic-3136-16061367
3048,390,"[-37.59558430000001, 144.9313965]",3,1,2,https://www.domain.com.au/64-dianne-avenue-craigieburn-vic-3064-15966042
3049,595,"[-37.8963629, 145.0240398]",2,1,2,https://www.domain.com.au/14-sussex-road-caulfield-south-vic-3162-16050102
3050,3100,"[-37.807859, 144.960611]",3,2,1,https://www.domain.com.au/7302-462-elizabeth-street-melbourne-vic-3000-15631154
3051,415,"[-37.7836643, 144.8926529]",2,1,1,https://www.domain.com.au/113-7-thomas-holmes-maribyrnong-vic-3032-16082080
3052,530,"[-36.0260723, 146.0003241]",4,2,2,https://www.domain.com.au/35-fairway-drive-yarrawonga-vic-3730-16009357
3053,340,"[-37.89423, 144.641311]",3,2,2,https://www.domain.com.au/32-hooker-road-werribee-vic-3030-15440948
3054,815,"[-37.81883699999999, 144.954343]",2,1,1,https://www.domain.com.au/1707-620-collins-st-melbourne-vic-3000-12874895
3055,430,"[-37.8164554, 145.1224314]",2,1,1,https://www.domain.com.au/304-10-bruce-street-box-hill-vic-3128-16083088
3056,750,"[-37.8493082, 144.9794216]",2,2,2,https://www.domain.com.au/702-582-st-kilda-road-melbourne-vic-3000-15708160
3057,590,"[-37.9092397, 145.0395407]",2,2,1,https://www.domain.com.au/3-22-station-avenue-mckinnon-vic-3204-16080884
3058,380,"[-37.060821, 142.7841712]",3,1,1,https://www.domain.com.au/66-wimmera-street-stawell-vic-3380-16058190
3059,450,"[-38.0653501, 145.4270181]",3,2,2,https://www.domain.com.au/24-kooyong-close-officer-vic-3809-16077627
3060,1800,"[-37.8381353, 145.0428994]",4,2,4,https://www.domain.com.au/2-airedale-avenue-hawthorn-east-vic-3123-16029073
3061,460,"[-37.7266957, 144.7617376]",4,3,2,https://www.domain.com.au/1-chifley-circuit-burnside-heights-vic-3023-15983572
3062,680,"[-37.7711179, 145.0130402]",3,2,2,https://www.domain.com.au/334a-separation-street-northcote-vic-3070-16049599
3063,320,"[-37.8240825, 145.1238105]",2,1,1,https://www.domain.com.au/10-7-albion-road-box-hill-vic-3128-16033646
3064,500,"[-38.3818627, 144.7962514]",3,1,1,https://www.domain.com.au/24-pasadena-street-rye-vic-3941-15297861
3065,550,"[-37.9187881, 145.1388906]",3,2,1,https://www.domain.com.au/2-27-bettina-street-clayton-vic-3168-16065786
3066,360,"[-36.7099594, 144.2537883]",2,1,2,https://www.domain.com.au/15-correa-drive-eaglehawk-vic-3556-16076479
3067,415,"[-37.8044053, 144.9565714]",1,1,1,https://www.domain.com.au/19-little-cobden-street-north-melbourne-vic-3051-16055182
3068,400,"[-37.822029, 145.115864]",2,1,2,https://www.domain.com.au/1-35-brougham-street-box-hill-vic-3128-16027883
3069,315,"[-37.8592538, 145.0006146]",1,1,1,https://www.domain.com.au/6-250-dandenong-road-st-kilda-east-vic-3183-16033752
3070,850,"[-37.9321774, 145.0523108]",5,2,2,https://www.domain.com.au/5b-delma-street-bentleigh-east-vic-3165-15962624
3071,420,"[-37.7899128, 144.9223706]",2,1,2,https://www.domain.com.au/1-8-32-howlett-street-kensington-vic-3031-16067621
3072,500,"[-37.732104, 144.9787597]",3,1,3,https://www.domain.com.au/34-claremont-street-coburg-north-vic-3058-16058329
3073,180,"[-38.7510048, 143.6616654]",3,1,2,https://www.domain.com.au/45-murray-square-apollo-bay-vic-3233-13210938
3074,400,"[-37.8924137, 145.0906619]",2,1,1,https://www.domain.com.au/5-83-drummond-street-oakleigh-vic-3166-16052684
3075,420,"[-37.7683978, 145.0442152]",1,1,1,https://www.domain.com.au/201-1-westley-avenue-ivanhoe-vic-3079-16082812
3076,350,"[-37.6823769, 145.0082837]",2,1,1,https://www.domain.com.au/45-spring-street-thomastown-vic-3074-16064468
3077,105.0,"[-38.0311628, 145.3371401]",3,1,2,https://www.domain.com.au/731-princes-highway-berwick-vic-3806-16055368
3078,700,"[-37.75876400000001, 144.9467625]",3,2,2,https://www.domain.com.au/1-431-albion-street-brunswick-west-vic-3055-14581173
3079,610,"[-37.755427, 145.0557431]",3,2,2,https://www.domain.com.au/1205-443-upper-heidelberg-road-ivanhoe-vic-3079-15786129
3080,485,"[-37.8938753, 145.0208587]",2,1,1,https://www.domain.com.au/110-449-hawthorn-road-caulfield-south-vic-3162-16063907
3081,440,"[-38.0626292, 145.4033653]",3,2,1,https://www.domain.com.au/60-heathcote-grove-officer-vic-3809-16054111
3082,720,"[-37.7700693, 144.9976629]",3,1,1,https://www.domain.com.au/94-helen-street-northcote-vic-3070-16059106
3083,380,"[-38.0176021, 144.4097741]",2,1,2,https://www.domain.com.au/2-10-wheat-court-lara-vic-3212-16065508
3084,370,"[-37.8662889, 144.7430915]",2,1,1,https://www.domain.com.au/301-115-overton-road-williams-landing-vic-3027-16016876
3085,420,"[-37.7402509, 145.0817146]",2,1,1,https://www.domain.com.au/5-74-graham-road-viewbank-vic-3084-16072344
3086,400,"[-37.8506809, 145.1246185]",1,1,1,https://www.domain.com.au/10-6-yarra-bing-crescent-burwood-vic-3125-16057559
3087,390,"[-37.8100501, 145.1297591]",2,1,2,https://www.domain.com.au/1-23-clyde-street-box-hill-north-vic-3129-11218575
3088,380,"[-37.8906101, 145.0968455]",3,1,1,https://www.domain.com.au/2-29-stapley-crescent-chadstone-vic-3148-15999940
3089,380,"[-36.7642932, 144.2712772]",3,1,1,https://www.domain.com.au/89-myrtle-street-bendigo-vic-3550-16059118
3090,580,"[-37.8869471, 145.1493751]",3,2,2,https://www.domain.com.au/553-waverley-road-glen-waverley-vic-3150-16018124
3091,350,"[-37.95837179999999, 145.0582207]",2,1,1,https://www.domain.com.au/5-8-10-argus-street-cheltenham-vic-3192-15045418
3092,410,"[-37.422605, 145.0002606]",4,2,2,https://www.domain.com.au/52-charles-street-wallan-vic-3756-16040281
3093,400,"[-37.7930959, 144.9705197]",2,1,1,https://www.domain.com.au/104-20-reeves-st-carlton-vic-3053-10015098
3094,480,"[-37.8126263, 145.057499]",2,1,1,https://www.domain.com.au/3-10-grange-road-kew-vic-3101-15964480
3095,625,"[-37.8303719, 145.0646366]",3,1,2,https://www.domain.com.au/3-11-trafalgar-road-camberwell-vic-3124-16067490
3096,790,"[-37.8140313, 144.9556025]",2,2,1,https://www.domain.com.au/5605-560-lonsdale-street-melbourne-vic-3000-16038108
3097,315,"[-37.7046063, 144.5773419]",2,1,1,https://www.domain.com.au/6-18-creek-street-melton-south-vic-3338-16024008
3098,450,"[-37.8624844, 145.0104575]",2,1,1,https://www.domain.com.au/8-370-orrong-road-caulfield-north-vic-3161-16054237
3099,560,"[-37.8849227, 145.0365318]",2,1,2,https://www.domain.com.au/1a-miriam-street-caulfield-vic-3162-10898878
3100,298,"[-37.9106358, 145.0362894]",1,1,1,https://www.domain.com.au/6-125-mckinnon-road-mckinnon-vic-3204-16051034
3101,2300,"[-37.8161357, 145.0713258]",5,4,2,https://www.domain.com.au/7-myambert-avenue-balwyn-vic-3103-15826562
3102,650,"[-37.82409579999999, 144.9636789]",2,2,1,https://www.domain.com.au/3108-60-kavanagh-street-southbank-vic-3006-16066511
3103,490,"[-37.8525705, 145.2600421]",3,1,2,https://www.domain.com.au/45-sasses-avenue-bayswater-vic-3153-16081329
3104,430,"[-37.7118759, 144.9451624]",3,2,2,https://www.domain.com.au/37-stonewood-circuit-hadfield-vic-3046-14574600
3105,360,"[-37.9810276, 145.2180883]",2,1,1,https://www.domain.com.au/65-herbert-street-dandenong-vic-3175-16055779
3106,800,"[-37.76723399999999, 145.000761]",3,1,1,https://www.domain.com.au/2-langwells-parade-northcote-vic-3070-16012456
3107,350,"[-37.7899955, 144.892313]",2,1,1,https://www.domain.com.au/2-11-eldridge-street-footscray-vic-3011-15915000
3108,360,"[-37.7878318, 144.8426574]",3,1,2,https://www.domain.com.au/4-nixon-street-sunshine-vic-3020-16031621
3109,450,"[-34.1962707, 142.1286878]",3,2,2,https://www.domain.com.au/1-425-ontario-avenue-mildura-vic-3500-16056419
3110,240,"[-37.5789868, 143.8411912]",1,1,1,https://www.domain.com.au/2-204-leith-street-redan-vic-3350-16081962
3111,460,"[-38.0601124, 145.4100456]",3,2,2,https://www.domain.com.au/22-tinker-walk-officer-vic-3809-16080043
3112,375,"[-37.870888, 144.7853217]",2,1,1,https://www.domain.com.au/2-64-talbot-street-altona-meadows-vic-3028-16051392
3113,430,"[-37.83752399999999, 145.0811696]",2,1,1,https://www.domain.com.au/14-126-wattle-valley-road-camberwell-vic-3124-16050231
3114,330,"[-37.7385641, 144.8950105]",3,1,1,https://www.domain.com.au/329-keilor-rd-essendon-vic-3040-15896848
3115,350,"[-37.6671821, 144.9397401]",3,1,2,https://www.domain.com.au/188-dallas-drive-dallas-vic-3047-16002355
3116,380,"[-37.9314954, 145.0341847]",2,1,1,https://www.domain.com.au/6-1-south-avenue-bentleigh-vic-3204-15813700
3117,460,"[-37.8103148, 145.0070299]",2,1,1,https://www.domain.com.au/c101-5-flockhart-street-abbotsford-vic-3067-16040180
3118,340,"[-37.7125744, 144.7822029]",2,1,1,https://www.domain.com.au/3-54-mcnicholl-way-delahey-vic-3037-11164722
3119,580,"[-37.7701397, 144.9071016]",2,2,1,https://www.domain.com.au/2c-argyle-street-moonee-ponds-vic-3039-16068805
3120,540,"[-37.8368392, 144.9974584]",2,1,1,https://www.domain.com.au/1205-77-river-street-south-yarra-vic-3141-14520896
3121,360,"[-37.7737409, 144.8816532]",1,1,1,https://www.domain.com.au/408b-2-wests-road-maribyrnong-vic-3032-16058514
3122,390,"[-37.8470984, 144.7249645]",3,2,1,https://www.domain.com.au/40-james-cook-drive-truganina-vic-3029-16020226
3123,850,"[-37.8133446, 144.9425312]",3,2,1,https://www.domain.com.au/1107-8-marmion-place-docklands-vic-3008-16075119
3124,550,"[-37.7813471, 144.8874343]",4,1,2,https://www.domain.com.au/28a-pridham-street-maribyrnong-vic-3032-16051632
3125,390,"[-37.9027121, 145.0423395]",2,1,1,https://www.domain.com.au/10-13-ulupna-road-ormond-vic-3204-14195591
3126,460,"[-38.1260063, 145.3173179]",3,2,2,https://www.domain.com.au/3-catch-street-clyde-vic-3978-15996551
3127,600,"[-37.8236674, 144.9631638]",2,2,1,https://www.domain.com.au/1212-151-city-road-southbank-vic-3006-16063475
3128,385,"[-37.8934251, 144.7306703]",3,2,2,https://www.domain.com.au/12-tom-roberts-parade-point-cook-vic-3030-16052914
3129,375,"[-37.8439377, 144.8498536]",3,1,2,https://www.domain.com.au/114-mcintosh-road-altona-north-vic-3025-15815334
3130,350,"[-37.5586022, 143.8906606]",3,1,1,https://www.domain.com.au/3-kenny-street-ballarat-east-vic-3350-16036462
3131,600,"[-37.800017, 144.9964186]",2,1,1,https://www.domain.com.au/9-328-johnston-street-abbotsford-vic-3067-16080546
3132,610,"[-37.73858389999999, 144.9391623]",4,2,2,https://www.domain.com.au/607-bell-street-pascoe-vale-south-vic-3044-16059800
3133,390,"[-37.8009383, 145.0382703]",2,1,1,https://www.domain.com.au/3-8-10-james-avenue-kew-vic-3101-16064942
3134,420,"[-38.0318606, 145.2824243]",2,2,1,https://www.domain.com.au/25-365-pound-road-hampton-park-vic-3976-16070956
3135,420,"[-37.6973674, 144.9413315]",3,2,2,https://www.domain.com.au/225-west-street-glenroy-vic-3046-16018511
3136,360,"[-37.635629, 144.9178819]",3,2,2,https://www.domain.com.au/32-22-the-ridge-roxburgh-park-vic-3064-16049805
3137,650,"[-38.0588984, 145.1193709]",3,2,2,https://www.domain.com.au/4-381-station-street-bonbeach-vic-3196-16041903
3138,420,"[-36.7456393, 144.2679924]",3,1,2,https://www.domain.com.au/12-thompson-street-long-gully-vic-3550-16053939
3139,390,"[-37.6839243, 144.9196137]",2,2,1,https://www.domain.com.au/3-15-railway-crescent-broadmeadows-vic-3047-16045539
3140,700,"[-37.8567407, 144.8958152]",3,2,2,https://www.domain.com.au/15-93-stevedore-street-williamstown-vic-3016-16048219
3141,400,"[-37.8869388, 145.0421254]",2,1,1,https://www.domain.com.au/132-115-neerim-road-glen-huntly-vic-3163-14273099
3142,1400,"[-37.8536301, 144.989448]",4,2,1,https://www.domain.com.au/1-david-lane-windsor-vic-3181-15900527
3143,580,"[-37.8911766, 145.1873051]",4,2,2,https://www.domain.com.au/877-waverley-road-glen-waverley-vic-3150-16064001
3144,530,"[-37.8177361, 144.9800992]",2,1,1,https://www.domain.com.au/16-22-agnes-street-east-melbourne-vic-3002-16058794
3145,420,"[-37.7403764, 144.745001]",3,2,2,https://www.domain.com.au/35-clarendon-wynd-caroline-springs-vic-3023-16015267
3146,370,"[-37.7371822, 144.9989649]",2,1,1,https://www.domain.com.au/126-388-murray-road-preston-vic-3072-16033742
3147,320,"[-37.5775953, 143.8533732]",4,1,1,https://www.domain.com.au/831-barkly-street-mount-pleasant-vic-3350-16066658
3148,395,"[-37.7103966, 144.5534164]",4,2,2,https://www.domain.com.au/3-hart-crescent-brookfield-vic-3338-14313222
3149,680,"[-37.7173345, 144.911702]",4,2,2,https://www.domain.com.au/1-108-winifred-street-oak-park-vic-3046-16020448
3150,485,"[-37.8232672, 145.0234798]",2,1,1,https://www.domain.com.au/5-45-evansdale-road-hawthorn-vic-3122-16037622
3151,420,"[-37.71908000000001, 144.964819]",2,1,1,https://www.domain.com.au/4-85-queens-parade-fawkner-vic-3060-14726359
3152,895,"[-37.8519834, 145.0748582]",3,2,2,https://www.domain.com.au/47-somerset-road-glen-iris-vic-3146-16067326
3153,310,"[-37.72990860000001, 144.9260209]",1,1,1,https://www.domain.com.au/6-1-park-street-pascoe-vale-vic-3044-16000291
3154,450,"[-37.8340755, 145.078477]",2,1,1,https://www.domain.com.au/105-776-780-riversdale-road-camberwell-vic-3124-15839478
3155,430,"[-37.8420001, 144.9755707]",2,1,1,https://www.domain.com.au/407-26-queens-road-melbourne-vic-3004-16055731
3156,610,"[-37.78865, 145.131048]",3,2,2,https://www.domain.com.au/310-8-hepburn-road-doncaster-vic-3108-15978602
3157,390,"[-37.855489, 145.120713]",2,1,1,https://www.domain.com.au/3-11-ian-grove-burwood-vic-3125-16030024
3158,340,"[-37.7242799, 145.0266926]",2,1,1,https://www.domain.com.au/3-827-829-plenty-road-reservoir-vic-3073-16073240
3159,375,"[-37.8587893, 144.9879165]",1,1,1,https://www.domain.com.au/11-15-17-crimea-street-st-kilda-vic-3182-16066895
3160,325,"[-37.822622, 144.997109]",1,1,1,https://www.domain.com.au/2-2-6-docker-st-richmond-vic-3121-16067458
3161,450,"[-34.1962707, 142.1286878]",3,2,2,https://www.domain.com.au/3-425-ontario-avenue-mildura-vic-3500-16012135
3162,375,"[-37.8570093, 144.9704122]",1,1,1,https://www.domain.com.au/31-82-park-street-st-kilda-west-vic-3182-16066904
3163,420,"[-37.8661333, 145.0246654]",1,1,2,https://www.domain.com.au/19-401-alma-road-caulfield-north-vic-3161-16032556
3164,520,"[-37.7919356, 144.8468569]",4,3,2,https://www.domain.com.au/2-51-pritchard-avenue-braybrook-vic-3019-16073907
3165,470,"[-37.7793202, 145.0185722]",2,1,1,https://www.domain.com.au/2-36-railway-place-fairfield-vic-3078-15945957
3166,88.66666666666667,"[-37.710712, 144.998351]",2,1,1,https://www.domain.com.au/1-74-barton-street-reservoir-vic-3073-15931996
3167,1400,"[-37.9159403, 145.0226836]",4,3,2,https://www.domain.com.au/2b-parklands-crescent-brighton-east-vic-3187-16052406
3168,310,"[-37.5822717, 143.8770127]",2,2,1,https://www.domain.com.au/15-ron-court-canadian-vic-3350-16070558
3169,450,"[-37.8219023, 145.2137974]",2,1,1,https://www.domain.com.au/3-57-heatherdale-road-ringwood-vic-3134-16082292
3170,495,"[-37.6136863, 145.0088837]",3,2,3,https://www.domain.com.au/32-anglesea-drive-wollert-vic-3750-16072403
3171,380,"[-37.8833493, 144.6146148]",3,2,2,https://www.domain.com.au/40-mundi-crescent-manor-lakes-vic-3024-16077935
3172,370,"[-37.6312155, 145.0407352]",2,1,1,https://www.domain.com.au/1-10-hermione-terrace-epping-vic-3076-16023998
3173,360,"[-37.5202527, 143.8261776]",3,2,2,https://www.domain.com.au/526-gillies-street-north-wendouree-vic-3355-16057388
3174,700,"[-37.810735, 144.9608179]",2,1,1,https://www.domain.com.au/1602-285-la-trobe-street-melbourne-vic-3000-16066116
3175,1100,"[-37.855997, 145.00721]",3,2,1,https://www.domain.com.au/49-highbury-grove-prahran-vic-3181-16056833
3176,630,"[-37.4994193, 144.5883997]",4,3,3,https://www.domain.com.au/160-aitken-street-gisborne-vic-3437-16022446
3177,590,"[-37.9082234, 145.1781391]",3,2,2,https://www.domain.com.au/11-heritage-court-wheelers-hill-vic-3150-13010075
3178,620,"[-38.2663262, 144.489184]",3,2,2,https://www.domain.com.au/7-newbay-cl-barwon-heads-vic-3227-16043935
3179,360,"[-38.1224536, 145.1436838]",3,1,1,https://www.domain.com.au/287-frankston-dandenong-road-frankston-north-vic-3200-16072030
3180,350,"[-36.25113109999999, 147.0270311]",3,1,3,https://www.domain.com.au/3-kiewa-bonegilla-road-tangambalanga-vic-3691-16066954
3181,430,"[-37.673966, 145.0590065]",3,2,2,https://www.domain.com.au/246-betula-avenue-mill-park-vic-3082-16017237
3182,575,"[-37.8888874, 145.0045819]",2,1,1,https://www.domain.com.au/1-66-riddell-parade-elsternwick-vic-3185-16073001
3183,370,"[-37.774424, 144.967848]",2,1,1,https://www.domain.com.au/1-145-edward-street-brunswick-vic-3056-15867704
3184,550,"[-37.831435, 144.947866]",2,1,2,https://www.domain.com.au/107-167-gladstone-street-south-melbourne-vic-3205-16082268
3185,390,"[-37.7995407, 144.9473103]",2,1,1,https://www.domain.com.au/28-70-oshanassy-street-north-melbourne-vic-3051-15866118
